"Precursor.Id","Protein.Group","Genes","Precursor.Charge","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Frac3_PEP0079_2","SYN0065","GENE0065",3,1262713.8,1057961.6,1261636.9,NA,1175616.8,1121857.3,1081976.2,556832.1,1631147.9,761071.1,848258.1,1266467.6,968684.9,1326246.6,1727065.8,951284.1,675979.4,716466.8,NA,753877.4,1143994.6,1432524.5,724072.8,1006220.5,1132557,709978.6,902354,518293.6,907882.1,1228652.1
"Frac3_PEP0080_2","SYN0111","GENE0111",2,810416.5,1179037.6,1158650,941758.4,906360.9,1144798.5,891555.2,1081428.2,883037.3,720312.4,904216.4,766531.6,815667.6,540277.5,1235314.7,963716.3,1653065.5,1670085.4,1289709.3,1201733.6,1566936,1541513,1423529.1,1535025.5,1869654.3,1603120,1117849.2,1901144.4,1013779.3,2053512
"Frac3_PEP0081_2","SYN0007","GENE0007",4,295351.8,233713.2,348312.2,307384.4,236317.4,1156776.1,2017729.6,1724195.4,2196594.2,1799427.7,613628.3,NA,364227.4,301936.8,NA,2596929.6,1220228.8,1752109.1,2081497.1,2298776.8,692195.3,383485.5,409033.5,475533.1,312705,1471777.6,863302.7,NA,1489529.8,1931527.5
"Frac3_PEP0082_2","SYN0021","GENE0021",3,6257928.7,4258200.8,5696992.6,4480481.5,4015737.5,4494929,4389236.3,4762324.6,6127596.4,4159932.5,4660446.6,3462433,5790522,NA,4825756.4,10396721.3,13684947,8671235.7,5816686.2,6423744.8,12457770.1,15261533.1,11023666.7,9671097,11374738,10912966.6,11108088,9016976.4,13671547.9,7391811.1
"Frac3_PEP0083_2","SYN0036","GENE0036",2,1454419.1,2897514.3,1962856.9,1932275.3,2101929.8,4964695.8,5243508.1,7532174.9,4200699.1,4241150.6,2965242.5,1729183.5,2276854.5,2491444.2,2864354.8,7232466.9,8930448.8,8893642.1,3755528.9,5454359.8,4018385.2,3678626.8,2857931.2,5096954.5,4232658.4,8001077.8,10376143.3,8395343,10759772.2,7579411.2
"Frac3_PEP0084_2","SYN0120","GENE0120",4,55524.9,59217.9,NA,105149.9,NA,NA,58533,77295,74776.5,NA,74166.5,46964.4,62418.7,68376.2,NA,90612.8,98481.7,73742.4,NA,NA,104374.6,86252.1,54867.1,94667.2,NA,NA,NA,133761.3,NA,147621.4
"Frac3_PEP0085_2","SYN0059","GENE0059",3,1819650.4,1479496,1504181.1,1586323.8,1813199,NA,NA,NA,1641412.4,NA,1805930.4,2094108.6,2186342,1653238.5,1198096.2,NA,NA,2020312.3,1867273.8,NA,3113665.8,2486085.3,NA,1791788,1908625.2,NA,NA,NA,NA,NA
"Frac3_PEP0086_2","SYN0098","GENE0098",2,183342.1,212074.2,168484.9,242320.4,NA,178779.9,177987.9,248963.9,210614.8,141473.7,139028,355703.7,204691.4,198243,193973.9,179024.6,143810.2,214242.9,159284.2,134488.3,121459.9,196531.8,301382.7,241191.9,178425.9,275190.5,181102.4,243043.9,229103.7,152272.3
"Frac3_PEP0087_2","SYN0007","GENE0007",4,8494874.6,7608061.1,6995188.6,12666492.9,9783812.4,9438348.7,8715907.5,10408351.4,9285501.7,7347601.1,10283656.4,6842917,10985960.1,5880075.9,14716184.5,10835275.3,6800947.9,7729955.9,8771485.7,8973725,5469790.9,9207958.9,7813093.5,8391442.5,9679131.4,6408294.7,9735933.9,5604233.4,8004831.3,7636571.3
"Frac3_PEP0088_2","SYN0082","GENE0082",2,118108,127235,134569.8,99452.3,107615.1,NA,NA,NA,90602.4,NA,177198.8,146313,117625.2,171717.6,69837.4,NA,88379.4,NA,NA,NA,NA,44303.7,49029.6,87670.9,89944,NA,NA,NA,NA,NA
"Frac3_PEP0089_2","SYN0055","GENE0055",4,387957.5,307068.7,410726.1,NA,388456.4,623314.8,417954.7,408861.6,480656,438470.9,470838.9,348414,453913.3,550457.1,383589.2,217583.5,414078.2,259543.3,227352.6,202216.1,351570.2,305376.1,357730.4,228326.6,407589.5,290488,191482.3,305052,314874.7,298649
"Frac3_PEP0090_2","SYN0038","GENE0038",3,884324.7,NA,1269520.1,1058702.1,NA,919938.8,1313252.5,1078012.6,1880311,714783.8,1149676.5,NA,NA,903267.7,950493.5,1246861.2,619574.6,NA,NA,580178.5,901545.2,818916.4,597945.4,717905.9,NA,771711.5,587218.7,434848.2,827009.1,612085.1
"Frac3_PEP0091_2","SYN0014","GENE0014",4,1331294.5,1639247.7,1483286.7,1350150.5,1139144.6,1673701,1664808.4,1360447.6,1665901.7,NA,1494330.9,1401151.1,1238096.3,1618303.5,1143543.9,1722838.1,1607268.8,NA,1933269.8,1562925.8,1130364,1372977.6,1649096.5,NA,1149047,1431432.1,1109688.1,1305733.9,1147502.6,1881801.4
"Frac3_PEP0092_2","SYN0089","GENE0089",3,1945950.4,1024584.5,1376545.6,1371995.5,1326880.9,888851,1515956.4,2166993,2027642.6,1530878.6,1219958.8,2392821.6,1416066.3,1261878,887106.3,3416618.4,3413517.2,3645694.2,2118487.5,3238050.1,3332267.2,2976897.3,2242418.3,2210084.4,2840068.6,2825785.5,4165322.9,2393098.6,2834959.8,2914377.8
"Frac3_PEP0093_2","SYN0081","GENE0081",2,3863431,4314300.9,2676421.1,2978778.8,5165926.4,16263462,14072386.8,14385606.9,16453052.8,17321195.5,4784482.3,3578186.2,4147174.6,2787107.1,3164821.9,30984441.1,21706857.4,28593542.7,20419877.7,26185787.7,6173212.1,4066398.6,4165899.7,4170526.3,4387962.5,31966344.9,23134063.3,NA,18038527.4,25648002.7
"Frac3_PEP0094_2","SYN0030","GENE0030",2,1121849.2,764737.3,953592.8,912333.4,931853.5,1349494.7,792899,1381167,1279405.9,1375508.8,1070394.8,991717.1,880128.8,1181144.6,1350878.8,1629444.2,1798220,1862527,1285786.1,1250278.1,1351090.2,1713441.8,1680464.7,1782353.9,1924837.5,1134954.8,1610827.6,1401638.8,1634242.6,2572955.4
"Frac3_PEP0095_2","SYN0119","GENE0119",3,1032152.9,557860.5,858901.8,870062.7,557249.8,962419.6,1050022.1,604467.8,823792.9,605128.2,756737,604312.8,783385.7,812414.1,930187.2,902134.6,917357.5,675272.8,675975.9,672738.7,1115508.1,933615.2,1006346.1,915995.4,836135.9,808250.1,787924.3,785287.4,823437.3,413200.8
"Frac3_PEP0096_2","SYN0018","GENE0018",3,1361587,1425379.6,1240097.1,896627.7,1018483,871708.5,897557,758130.6,1213949.1,1297111.4,1270112.7,650801.5,929032.5,907219.8,596668.5,623082.7,510124,694827.4,536311.3,441359.9,564390.6,344865.2,649037.7,791621.1,904857.1,390164.2,546117.3,563828.7,609449.1,642651.1
"Frac3_PEP0097_2","SYN0084","GENE0084",3,379114.3,NA,562886.4,313619.7,240251.9,270347.6,505848.9,309343.6,266641.9,432045.6,564989.5,414629.7,443983.6,637521.1,427384.6,NA,400166.4,658225.1,221745.3,319519,377395.1,289934.9,302942.8,265588.7,211039,183952.6,264318.6,285443.5,338667.2,267975.2
"Frac3_PEP0098_2","SYN0066","GENE0066",2,1421096.1,1022681.5,964833,721092.5,737271.6,740570,932893.8,799436.2,NA,832493.5,1082958.5,1103581.3,822110.6,1179884.4,1289078.8,174889.3,164745.2,215956.7,133456.6,176672,136332.4,145707.5,229172.1,118829.4,123277,181331.7,175549.6,212504.6,158701.4,142500.6
"Frac3_PEP0099_2","SYN0026","GENE0026",3,423363,512033.8,825139.2,405267.9,256196,618040.6,640002.5,451430.8,634887.6,NA,432418.4,555517.6,517168,479863.9,547065.7,383704.7,326066.9,201438.9,139990.7,152516.2,291439.5,331227.5,229398.3,244531.5,176846.2,173396.6,219367,157878.3,309986.3,222908.7
"Frac3_PEP0100_2","SYN0043","GENE0043",3,2171122.5,3659322.7,2231549,2182611.4,1925669.7,1733378.9,1059674.1,1525489.7,1116783.6,1646013.1,2716849,1844709.2,3126804.8,2536709.1,1899412.4,658855.7,NA,867836.4,1129378.8,1543708.2,1697455.3,2412299.7,1437633.2,1576119.1,2268834.1,919689.6,1038324,1347656.3,1618030.2,1198588.9
"Frac3_PEP0101_2","SYN0060","GENE0060",4,257831.5,253517.3,281226.5,178313.6,318621.2,136994.8,290418.3,194913.7,180104.6,185199.6,199170.2,216300.2,185035.4,330660.1,253724.4,184170.6,172927.8,119631.2,191262.7,202547.8,248103.4,178583.6,134839.2,133404.4,125868.4,182847,202344.5,169662.8,165385.8,191286.6
"Frac3_PEP0102_2","SYN0027","GENE0027",3,5968730.4,7159489.2,4491967.4,6426960.7,5390344.2,NA,4253173.1,5609120.8,6302030.7,6642221.8,5713034.8,9105514.4,7752436.8,9149470.3,9191457.5,9217863.7,NA,7317562,13149374.2,NA,6679017.5,NA,NA,17030597.8,7614770.3,NA,8511501.8,NA,NA,NA
"Frac3_PEP0103_2","SYN0118","GENE0118",4,4110263.7,4911861.5,4060652.5,3914135.5,4175077.2,3852378.4,5064061.1,5153257.9,5384200.9,4306403.8,2909036.4,4520183.7,6125696.2,5080066.9,2532775.3,1953041.6,2162291.2,2545052.2,1157357.2,2070565.6,1404675,2879350.1,2193671.2,1978324.8,1653533.6,1244040.6,2178646.3,1363553.8,1888668.3,1918688.1
"Frac3_PEP0104_2","SYN0097","GENE0097",3,1168934.9,1092659.7,1018893.4,1446378.2,1142565.9,1179838.3,1413050.6,1795347.8,891337,1765418.5,1392679.3,910571.7,1285100,1401633.2,953864.3,1013557.9,964471.8,1732592,1884501.7,1525793.4,1404571.7,939015.7,1320745.3,1678983.5,1191629.4,937324.6,1093898.5,NA,1015296.6,1115260.5
"Frac3_PEP0105_2","SYN0018","GENE0018",4,181365.9,201481.1,218538.3,226056.9,209362.4,NA,NA,132279.5,NA,126550,160994.8,239009.7,200941.8,168695.5,177848.4,63797.4,71767.3,NA,NA,81026.2,62777,88754.4,99536.3,86576.3,NA,NA,76579.9,NA,NA,100619.8
"Frac3_PEP0106_2","SYN0097","GENE0097",3,143843.8,197665.3,258443.5,282147.4,208051.2,236254,228822.2,197915.8,281097.2,255501,241475.9,383703.6,310847.2,351124,313533.9,300442.6,210256.4,262778.9,191786.5,163381.6,202147.2,212353.8,158752.3,158282.3,146000.9,200010.2,144185.6,207117.3,238772.9,217761.4
"Frac3_PEP0107_2","SYN0081","GENE0081",2,973560,488913,604150.3,673841.6,782295,717674.2,612341.1,596884.1,948371.4,552468.4,786031.9,568563.2,547007.9,632820.9,740417.3,819682.3,487259.3,635219.6,814588.2,800088.3,1074716.3,813475,793558.6,681715.7,444519,577247.9,725679.5,635713.3,NA,386646.6
"Frac3_PEP0108_2","SYN0085","GENE0085",4,709778.5,551534.8,345396.7,NA,372145.1,524281.3,NA,NA,407566.8,597956.2,454045.9,NA,610220.6,408010.1,412783.9,675635.5,791373.3,866906.3,795315.7,NA,851406.7,893999.5,NA,853244,NA,634607.6,448003,730802.7,476826,NA
"Frac3_PEP0109_2","SYN0030","GENE0030",4,908186,632413.3,962274.1,1091895.2,1138577,1060498.9,936939.9,784088.1,755062.3,1031195,701715.4,846813.4,878326.8,554307.9,591912,1234701.3,804660.8,940194,1053968.4,796942.7,1591483.2,835790.7,947480.1,3000495.3,1096180.7,861393.8,1019686,1222802.9,647784.7,1034453.9
"Frac3_PEP0110_2","SYN0053","GENE0053",2,4148483.3,2939386.4,2962487.7,3679941,3034753.5,4197903.7,NA,NA,NA,NA,4844507.3,4184515.7,3758737.2,3376223,3174201.7,NA,NA,6101276.5,NA,5114654.7,4652289.7,4640957.5,NA,3982936.5,4450700.6,NA,NA,3744405.6,NA,NA
"Frac3_PEP0111_2","SYN0012","GENE0012",2,826150.8,858690.5,1273089.1,687362.9,NA,1071700.2,313544.9,NA,727291.2,NA,715047.8,704799.6,NA,1037992.3,723016.9,931282.7,NA,NA,1419150.7,862808.5,1297810.6,926415.1,1453681.6,NA,1354536.5,2074934.6,NA,1171553.3,900393.9,NA
"Frac3_PEP0112_2","SYN0084","GENE0084",4,1654859.9,1817444.8,1393591,1015995.4,966839.9,1486634.9,1710531.3,810861.5,1293972,1495348.9,NA,1280507,818715.9,1457041.5,1905289,1884189,1199621.3,1773609.5,1019669.1,1643722.1,1291670.3,1209488.3,1223996.4,1266334.3,1023129.6,1513060.5,1209846.9,1168329,1275522.7,919374.2
"Frac3_PEP0113_2","SYN0048","GENE0048",4,4419241.7,NA,6672974.8,4988475.5,5064824.3,2662263.9,1758302.5,NA,1324896.3,2585197.9,6106306.4,4968059.2,5471897.3,NA,6984937.5,4364379.1,4256623.2,NA,3047130.7,3574370.5,8455452.2,NA,NA,NA,6415945.6,NA,NA,2315706.1,2948490.4,2014039.8
"Frac3_PEP0114_2","SYN0032","GENE0032",2,212154.4,243695.8,166439.4,274677.6,131943.6,151109.5,311928,283749.7,269842.3,274401.3,94526.2,199194.8,217597.2,185508.2,195701.2,155200.4,67540.2,117693.6,NA,88959.7,134424.3,64547.3,122522.2,104703,94962.7,154633.3,94206.8,166363,85608.6,79760.1
"Frac3_PEP0115_2","SYN0107","GENE0107",3,NA,2476790.3,2993203.4,1591777.9,2459585.8,NA,NA,NA,NA,NA,3627333,3037435.6,2729435.5,2566598.4,1522708.3,NA,NA,NA,930732.9,770805.1,596763.1,943092.9,599207.3,1177631.4,635110.7,551481.6,853005.2,NA,934819.3,809333.5
"Frac3_PEP0116_2","SYN0130","GENE0130",2,8836295.7,5804844,9549512.5,7410310,6789398.5,5242318.4,7532023,NA,NA,NA,6506281.4,6935262.1,7383084.1,12418161.8,6000055,NA,NA,4980035.3,NA,NA,8221963,4547789.5,7730942.6,4725431.5,5075337.7,NA,NA,4804821.2,NA,NA
"Frac3_PEP0117_2","SYN0066","GENE0066",2,341579.2,339541.5,195955.8,338009.4,202686.4,170350.6,188240.2,165605.4,195539.3,356944.8,272836,378751.9,263076.9,241142.6,257960.6,211056.2,137834.4,159124.3,189436.2,180611.1,188995.5,165851.9,131037,233252.1,199459.3,174527.2,116012.8,123593.9,163297.9,99515.9
"Frac3_PEP0118_2","SYN0020","GENE0020",3,3711821.7,2798879.3,5580503.9,4982651,3999021.4,5631563.5,3802006.1,4801039.4,3469990.9,7136938.5,3635713.6,4222245.5,5837516.8,6855174.2,3721209.2,6050648.1,10050822.7,4089208.9,7235489,5270089.6,7019515.8,7105958.7,9488414.6,6790085.8,5598148.4,5949412.9,10924885.2,4566854.4,6595839.5,6069540.4
"Frac3_PEP0119_2","SYN0085","GENE0085",3,903867.4,495295.2,583661.4,654088.9,690345.5,NA,NA,786160.4,646191.2,NA,NA,618023.7,758116.2,665726.1,709355.2,634498.4,NA,NA,NA,691640.1,817463.4,791167.8,699691.1,649076.2,925710.5,NA,NA,1095798.1,599634.9,NA
"Frac3_PEP0120_2","SYN0037","GENE0037",3,460987.3,523947,361102.5,710887.1,630880.7,542147.8,352872.8,502545.5,560729,569976.3,256778.5,610855.4,371053.6,399691.6,345403.9,684558,NA,702258.1,539667.6,585972.3,935868.7,447623,574636.1,630892.8,587656.7,491098.3,497782.6,825916,492567.8,551878.2
"Frac3_PEP0121_2","SYN0050","GENE0050",2,494242.3,281433.7,638314.6,516657.3,573101.5,1060905,1587889.4,797543.2,590043.9,558889.9,627931.9,550471.6,364650.1,488576.6,313711.4,1545550.5,1676571.3,2306728,1210713,1139157.2,1499855.2,1081617.7,1300146.6,820836.6,933715.5,1342033.5,NA,1420129.3,1794486,1047942.7
"Frac3_PEP0122_2","SYN0118","GENE0118",2,65479,73324.5,103125,74470.6,82318.3,NA,96517.3,84368.9,NA,NA,100585.1,77584,83123.6,69203.5,74331.9,NA,88035,86478,NA,NA,70837.9,NA,NA,82223.3,NA,80752.8,NA,78484.7,NA,NA
"Frac3_PEP0123_2","SYN0010","GENE0010",3,2371443.3,2753895.1,3980042.4,2284636.1,3521363,3626519.2,2812158.6,1946693.8,2789624.9,3695130.2,2142213.4,3646351.7,3511560.8,2571371.8,2626443.2,2716281.4,3069486.1,3521118.1,2279325,3518534,3318707,1706762.2,2231460.6,2948059,3015695.8,3076203.8,2095331.2,2313363,3121694.8,2378037.5
"Frac3_PEP0124_2","SYN0127","GENE0127",4,1362565.9,1959885.9,1122928.5,1028216.7,1095705.6,NA,893670.9,NA,NA,993563.5,NA,1093807.9,1131010.9,NA,1241017.6,432567.6,779133.3,614727.6,519174.1,846583.7,NA,588999.9,807423,550596.8,545778.3,NA,711070.6,619206.8,610103.5,522513.6
"Frac3_PEP0125_2","SYN0011","GENE0011",3,109885.4,66883.4,55697.3,115657,48455.4,52547.2,57529.1,50118.1,75287.6,68518.9,77001,75466.2,88324.6,88481.4,71910.8,97636.8,118316.7,87616,77956.9,67234.7,101425,62764.1,82371.5,145838.7,63164.5,87062.4,107504.2,80359.2,61333.8,124002.3
"Frac3_PEP0126_2","SYN0078","GENE0078",4,327464.2,474076.9,398357.3,505780.2,336036.4,315242.9,251349.4,355260.1,374019.9,497169.5,412322.4,489781.4,519863.8,391847.4,336847.1,1056658.6,1112095.1,762835.3,1896481.8,1074238.2,1245200.8,1086620.3,1055821.2,1306693.7,1169329.6,1366489.1,910179.2,1060564.1,806516.6,1091927.3
"Frac3_PEP0127_2","SYN0015","GENE0015",4,2415387.8,2918418.6,1911205,2881616.2,1528198.7,2981233.3,2108092.2,1489330.2,1947151.2,2660804.3,1915355.8,1520337.2,3080127.2,2944042,2180387.1,3775656.1,3238605.6,3454510.2,2889104.4,3205079.9,2771335.5,2098613.6,4230693.4,2901812.8,2386624,4020032.5,2280204.5,6073067.4,5214019,3846435
"Frac3_PEP0128_2","SYN0069","GENE0069",3,3635259.1,2304728.2,3136790.7,2230984.6,2275296.9,NA,NA,NA,NA,NA,3823602.3,2054925.9,2056138.9,1614409.4,3109716.6,NA,1906534.4,NA,1242948.5,1358659.2,1161348.8,1579495.9,1815684.2,1209921.4,1570231.5,1335145,NA,NA,NA,1305654.6
"Frac3_PEP0129_2","SYN0048","GENE0048",4,7118328.6,5079872.7,4940818.2,NA,4657635.1,NA,11357103.8,NA,NA,7423902.8,8212951.1,4567874.2,4046462.1,4781931.2,5674218.3,7711452.5,6572098.9,NA,5634828.7,7025966.2,8407052.3,5680814.2,5842711.9,9243110.8,10582099.1,NA,NA,NA,NA,6332329.9
"Frac3_PEP0130_2","SYN0007","GENE0007",4,2390603.3,3074813.1,3139456.8,2732150,2373778.5,4014268.4,9197913.7,9101996.1,5316403.4,7432805.6,2275526,2478158.7,2938676,2436762.9,2909639.2,3413410.2,3904188,3557226.8,3739058.3,3077021.9,1364299.6,767462.1,1507905,1228620,926544,3552808.4,2703490,2362359.9,3040747.5,4911597.1
"Frac3_PEP0131_2","SYN0104","GENE0104",2,1263369,770851,1841739.2,1142579.5,825869.8,4889681,2779656.3,2886453.9,2003484.5,2242898,1517453.6,1301252.3,813367.2,958985.5,844903.6,5652896.8,5851775.6,5878639,6699664,4330180.7,1857457.3,1949350.3,1626653.6,1241591.7,1850318.4,6731383.2,4984617.9,3334667.4,6202310,3393922.5
"Frac3_PEP0132_2","SYN0050","GENE0050",4,343139.3,415286.2,307396.8,373764,294881.8,298020.1,268993.2,466834.9,593053.5,341238.1,422157.2,379793.5,201463.4,287528.4,532913.3,257573.4,148553.8,218875.9,202406.4,147324.2,125572.4,212687.9,143517.1,247238.6,201210.4,219493.2,179714.5,198590.1,135636.6,379765.4
"Frac3_PEP0133_2","SYN0020","GENE0020",3,274778.3,308760.2,181301.8,187342.3,259599.5,25082.8,28180.8,27593.1,40852.6,26405.1,158460.8,183613.3,298272.6,312081,155158.1,13418.6,12367.7,16206.3,12513.8,12332.9,77133.9,130902.9,137667.3,71231.8,106029.6,11640,12339.6,13802.2,13522.3,15787.7
"Frac3_PEP0134_2","SYN0047","GENE0047",4,6045420.7,7468348.6,7768756.3,4819024.9,11899422.2,5960748.6,8305693,6219116,5266678.3,6031356,5662137.3,5967541.8,6835614.7,8366845.3,5812962.4,5268588.9,5018769.6,3927173.5,3971461.7,5739377.8,4914699.8,4869366.4,5030418.3,4059664.3,5223422.2,3766383.3,4960325.9,5744083.2,6870683.7,4435710.6
"Frac3_PEP0135_2","SYN0113","GENE0113",3,6324227.7,4579728.4,4112917.9,9538314.9,6185010.3,NA,7258195.7,4412327.3,NA,4496837.1,5557294.3,5813678.8,5271444.2,5213783.1,6285483.8,NA,NA,NA,4889507.4,4596113.1,3724396.9,5598139.5,3471601.9,4559299.7,4880747.9,NA,5860124.3,3797675.8,5379910,NA
"Frac3_PEP0136_2","SYN0065","GENE0065",2,416083.7,496588.4,339810.9,466673.9,305044.2,525928.6,NA,377479.6,620493.6,871958,346246.4,590408.6,528386.9,407960.4,519276.1,1582106.5,2299148.9,1537501.4,1201149,1037149.1,733120.3,1293645.9,781174.7,824792.2,1309773.3,1042526.8,1437157.9,1784646.6,1700814.3,1632377.5
"Frac3_PEP0137_2","SYN0026","GENE0026",2,851049.8,812367.2,748211.3,856302.8,534994.6,597745.5,425725.5,587192.2,499280.4,500059.2,543203.1,705839.3,853997.1,NA,430352.7,455761.7,558756.3,524836.9,470387.6,660347.9,412031.3,907289.5,757792.3,310801.2,525315.9,557143.1,622976.8,538067.6,612041.2,461963.8
"Frac3_PEP0138_2","SYN0083","GENE0083",2,4103565.4,4118664.2,3353601.7,3390925.2,5187209.7,NA,NA,NA,NA,NA,4434238.8,4219381.7,5444706,2930251.4,3989368.3,3844470.4,NA,NA,NA,2718225.3,3872608.7,2738690.6,2925434.7,3093886.1,2310453.4,2976798.3,2155507.1,NA,NA,NA
"Frac3_PEP0139_2","SYN0134","GENE0134",4,1658810.6,1752715.6,2080650.5,2259152.3,3366603.4,1478394.2,2590513.6,1867936.9,3115183.3,2495063.2,1770484.1,1813820,1973111.9,2648019.6,1781672.2,2113838.2,3902677.5,2010623.8,3505357,2986474.1,2044017.5,2010066.5,NA,2082472.6,2841899.4,3065777.6,3842972.1,3053766.9,1672562.9,2722598.9
"Frac3_PEP0140_2","SYN0012","GENE0012",4,NA,NA,199792,264253.2,NA,NA,214202.7,223429.4,326909.9,251738.2,197537.7,284388.2,248664.9,214947.1,325492.4,330312.7,NA,227541.2,NA,246992.5,225472,278990.4,252146.7,339614.1,222665.3,NA,227501.4,180076.5,185266.8,244150.5
"Frac3_PEP0141_2","SYN0115","GENE0115",4,NA,265198.8,233378.4,174075.2,400210.8,235009,168929.8,280393.8,156258.3,169560.6,243593,255745.9,226284.1,241298.5,336081.1,276236.6,409338.9,282462.8,171319.6,187536.9,215690.3,246458.3,284278.4,219579.2,215168.5,263292,239516.5,238164.1,198227.3,214834
"Frac3_PEP0142_2","SYN0003","GENE0003",4,658944.5,629618.3,644647.4,NA,409758,NA,NA,NA,NA,NA,418079.5,822114.9,572906.1,627923.8,500927.1,221484.8,164960.6,144731.5,NA,NA,342783.3,654176.7,677200.6,428103.4,494353.3,NA,NA,NA,NA,NA
"Frac3_PEP0143_2","SYN0128","GENE0128",3,508384.1,421258.2,736856.4,735560.4,757596.7,843628.1,962179.5,446030.8,646695.8,785243.9,885687.7,1048739.4,848854.2,874045.1,700283.3,246296.9,523245.4,363863.4,514565.1,417477.8,251047.8,414274.3,420219.2,349488.5,621794.2,523478.9,373271.1,420075,325641,348173.3
"Frac3_PEP0144_2","SYN0013","GENE0013",2,1631183.6,1664404.7,1610012.2,1877755.7,1618787.5,1493241.8,1676401.4,2006942.2,1741991.5,1680860.3,1055841.4,1731886.5,2599139.7,1765108.9,1607828.6,2940162.5,1979382.1,2058414.9,3712939.6,4353558,4498488,3735192.8,2007654,3447816.2,3240271.4,2902839.5,2358577.5,2986615.6,2071074,2073327.3
"Frac3_PEP0145_2","SYN0115","GENE0115",4,6336115.4,9214418.7,7699394.3,5588611.3,5140443.3,1638654.7,1465095.8,2260352.8,1673191.8,2079926.3,10067681.6,8088984.2,5472618.4,6944303.6,5031428.1,5023055.5,5230821.7,NA,4787403.2,6329790.1,10101005.1,13303251,16800139.4,NA,16658485.3,4672797.1,2837895.8,3775740.9,4096842.6,5108325.1
"Frac3_PEP0146_2","SYN0123","GENE0123",2,719374.3,971279.3,654031.3,923335.7,1017871.7,1722154.7,782897.8,802917.6,811879.2,825988.7,578240.7,971590.5,785987,1021728,932831.8,1316881.8,1477609.8,957861.7,1363833.9,1485406,1455232.1,893611,1322298.8,1396576.8,1184673.6,1437936.7,1217333,1041750,1421426.5,1421656.4
"Frac3_PEP0147_2","SYN0006","GENE0006",4,NA,8032891.5,9055772.3,9755246.3,6943645.9,8216403.6,12110636.7,10200392.8,NA,6314166.6,9425677.9,NA,7376966.1,NA,7177491.7,NA,5549136.7,7391950.9,7122873.2,6853235.9,7954732.8,8240978.2,NA,10496451.2,11886788.8,9340543.7,7993300.1,NA,9367596,6437356.9
"Frac3_PEP0148_2","SYN0013","GENE0013",2,254569.7,201429.6,182831.1,179592,233489.6,235707.1,198275.7,275738.4,265823.9,184351.7,195058.8,264251.1,519731.1,310817.9,326988,200296,223817.8,186217,239649.3,189734.3,195472.8,269850.1,156905.3,169888.5,197061.2,117473.7,176872.9,163230.9,132380.1,195915.1
"Frac3_PEP0149_2","SYN0126","GENE0126",2,230266.3,281457.1,187495.3,346362.5,234109.3,NA,NA,60414.3,NA,74329.4,249961.9,259540.1,215454.2,249765.3,257364.1,360193.7,NA,NA,NA,NA,468976.8,NA,1026441.3,398571.6,727454.4,NA,NA,NA,NA,229080.2
"Frac3_PEP0150_2","SYN0107","GENE0107",4,14979820.8,20728899.8,12746831,15019288.7,14132392.2,8108634.4,NA,16276878.4,NA,NA,19513088.4,NA,13020208.6,NA,15271683.4,27357834.6,17983382.6,NA,33194022.1,21504772.3,26655351.6,32409297.1,17585615.3,20636635.3,19830300,33434138.9,20584565.3,23319264.8,24905217.8,NA
"Frac3_PEP0151_2","SYN0099","GENE0099",4,429958,571876,406309.9,494621.8,913065.5,461455.2,520756.6,439076.6,601003.2,495395.1,575556.8,379104.7,452608.2,534481.8,426478.7,224711.3,162097.6,167528.1,118690.2,98073.3,138521.1,120028.7,124678.7,208114.4,97630.2,186132.1,128730.2,226217.3,179931.5,140350.1
"Frac3_PEP0152_2","SYN0014","GENE0014",2,1425141.1,1654093.8,2126696.9,1339561.5,1517932.7,1756186.4,1410084.8,758799.6,1706806.2,1258217.3,1724918.2,1572935.7,1576867.4,1323144.6,1516099.8,863441.5,667394.3,661809,1281079,748193.6,961864.3,563498.5,NA,748107.4,902449.9,826533.8,657601.2,745047.5,1030166,932700.9
"Frac3_PEP0153_2","SYN0039","GENE0039",4,461628.6,362291.1,NA,381167.5,559327.4,530892.2,405161.5,463217.7,479467.2,493819.8,471873.8,497307.4,433365.8,674435.6,528998.3,444095.2,505998,330474.5,412320.5,458569.4,282558.4,435901.4,362870.4,361884.3,309741.4,431293,418437.8,663702.2,234418.2,629808.2
"Frac3_PEP0154_2","SYN0087","GENE0087",4,1770761,1556463.8,1366627.8,1075910,1249929.1,1672977.5,2124922.9,1667618.4,1454598.7,1890588.7,1445443.8,1095194.2,1558415,1726896.2,2050635.7,1586155.7,1682445.2,1453760.5,NA,1223949.2,1745092.9,1596207,1678833.4,NA,2027756.3,1288671.8,1207849.3,1727303.7,1392139.3,1239190.3
"Frac3_PEP0155_2","SYN0034","GENE0034",2,958995.9,734532.5,668421.1,929025.3,1319549.8,987412.6,750385.2,734179.3,1256564,1189566.3,1473240.7,545488,1133698.2,753756.3,1200924,1209240.3,1407525.9,1799337.2,1284428.3,1363072.3,2176107.5,1252866,2241210.9,1401544.6,1550247.5,1867761.1,1490410.1,1203191.7,2271202.1,2395015.9
