"Compound","Compound_ID","Formula","Description","Retention_time_min","mz","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"NegM2_0071","NegM2_CMP_057","C17H22N1O3","Synthetic feature 71",9.402,718.898,6975066.4,4368684.8,3562473,5475159.3,3643796.8,1830313.7,879677.1,1252659,1114544.3,919053,3663921.1,3960329.4,5431902.4,4941710.6,7034941.6,6799575,5401923.5,4007828.2,7068008.9,3942523.9,15940928.2,27801855.3,0,19738997.7,0,2978194.1,4084501.3,3550757.2,3564036.3,4046779.2
"NegM2_0072","NegM2_CMP_066","C21H37N5O8","Synthetic feature 72",17.839,613.7613,0,918725.8,859451.5,1011979.6,0,0,1998442.9,4274271.5,3168867.2,3216220.6,1202702.1,1226499.4,1107603,1125194.2,904424.6,0,4396376.9,3043911.1,3483169.8,3081032.5,987090.7,1104737,758050.6,881317.7,0,4472619.2,3404887.6,3311420.4,0,2818396.3
"NegM2_0073","NegM2_CMP_037","C8H13N1O3","Synthetic feature 73",17.288,418.428,4377128.7,0,7650535.4,4669258,4150742.8,3220949.3,5074871.4,0,0,4947680.3,3883506.1,5087853.9,3640928.5,5151791.1,3488509.7,8038080.1,5797046.4,0,9303875.6,4891236.4,7175357.7,7172904.4,5026523.1,7526888.2,5727015.1,8235730.8,5170399.2,0,6554413.8,4599090.3
"NegM2_0074","NegM2_CMP_051","C28H30N3O2","Synthetic feature 74",13.425,603.8167,599628.8,1149799.2,739646,459808.8,916942.9,474114.3,0,912541,993803.8,721206.4,927638.8,726183.9,748836.6,761381.9,910097.7,763324.7,808982.1,1229561.3,1038700.3,1010213.6,745330.5,932025.3,0,1133532.9,1070927,514495.2,1231816.6,822155.5,894028.1,918266.8
"NegM2_0075","NegM2_CMP_070","C13H26N2O9","Synthetic feature 75",12.442,473.2577,7383524.2,7057812.4,9532025.5,5789957.2,5473672.8,4034098.4,5730901.4,6578855.2,4872470,0,7561944.5,7823992.4,5301015,5027940,5361011.7,11365768.2,11157757.5,7019153,7492543.2,10842963.9,10967054.3,10924109.4,8858555.9,12835553.4,7169801.9,11940991,8340542.6,11830244.4,10112224,9054887.7
"NegM2_0076","NegM2_CMP_006","C30H13N1O7","Synthetic feature 76",5.136,565.8127,1944675.4,1477165.2,0,2128077.8,0,2960025.7,1479876.4,1938192.6,1726366.1,1913078.7,2932669.4,1773850.7,1657936.3,1456262.9,2039060.3,2012729.2,1563419.3,1632311.9,2081054.6,2057214.7,1511403.3,1767978.4,1847248.2,2564221.4,1653371.5,0,1673523.9,0,0,0
"NegM2_0077","NegM2_CMP_052","C26H42N5O6","Synthetic feature 77",9.233,416.5756,1218298.5,1181711.5,822627.7,1569625.1,1191567.3,1477276.7,1132338.5,1444933.2,767986.3,1757764.2,1699843.5,1255269.3,1743357.1,1203073.4,1252090.4,2494088.4,2434387.7,1637722,1631445.9,1509901.9,2510199.8,1547718.6,1933193.5,1555166.4,0,1759821.9,2008564.7,1641469.6,1466219,1580668.2
"NegM2_0078","NegM2_CMP_013","C15H36N1O3","Synthetic feature 78",10.543,122.1216,11676312.3,9897182.2,8833327.5,0,11388665.7,8928466.5,13197010.6,8224969.1,9290805.8,6408043.8,9204674.7,13039655.6,8343896.9,7122749.8,9717773.4,13504161.4,11955173.8,14362900.6,6390875.8,10684982.2,12294995.6,17676603.3,15768043.6,8462878.6,12957271.6,12468003.6,12402402.6,13360642.7,12308897.3,8111690
"NegM2_0079","NegM2_CMP_075","C25H29N3O4","Synthetic feature 79",0.874,649.8612,2627317.5,2328495,2603578.1,2627751.3,2500159.3,878505.1,3701142.4,2107915.3,2395872,1680069.3,2195827.3,2206576.5,2491378.7,1598370.7,1953695.3,2559818.6,2571948,3964854.4,3459549.5,4801312.3,2342276,3749255.5,2620782.9,1878487,2152337.9,3093000.1,3320480.7,4217502.6,2553031.4,3224529.6
"NegM2_0080","NegM2_CMP_017","C7H17N2O3","Synthetic feature 80",10.04,528.393,3307907.7,4656524,3123065.5,3289198.2,4125906.5,3297790.8,3362444.1,3282313.6,3074111.3,2958296.4,0,7757642.7,3367105.4,3739285,3926716.5,2705746.8,2990427.3,2916809,3172991.1,1755840.2,2552621,2756507,2375189.5,4637641.1,2660180.1,3786130.2,2767596.5,3718686.5,2537000.2,2553187.6
"NegM2_0081","NegM2_CMP_007","C13H44N0O8","Synthetic feature 81",17.198,766.6233,1525045,1361677.4,1092064.2,0,1637885.2,847880.6,1006121.9,0,849330.1,1232469.3,628360.3,1061247,843335.8,1536000.4,1675357.6,3035954.3,4553140.2,4595378,4733960.2,2514878.4,4772076.2,3119881.9,2466951.2,4546300.8,3363667.8,5011217.4,2787942.4,6997966.3,3080364.5,4870087.8
"NegM2_0082","NegM2_CMP_040","C18H28N0O8","Synthetic feature 82",17.54,375.8498,539504.5,599039,670635.4,508229.1,660519.5,1188547.8,675685,987905.5,516651.9,930427.6,543970.2,678025.5,592486.3,603612.8,457447.2,414618.7,454976.3,419221.8,375539.7,0,306519.5,344494.9,325832.3,296386.7,384002.9,614410.2,366724.6,361852.3,439165.3,443051.2
"NegM2_0083","NegM2_CMP_025","C9H9N2O3","Synthetic feature 83",16.936,984.0165,5717284.3,7635742.1,5028713.7,6288297.5,6627261,9999432.4,6613242.5,4770277,7242079.1,10160806.9,4225296.7,8119326,7639764.5,10684912.9,7607899.8,8195182.6,11146849.6,8485013.9,5201370.2,8056350.2,6264115.3,5547797.8,7766179,10362862.9,6407152.5,6993544.4,6255009.6,11067157.9,6451024.8,6407513.7
"NegM2_0084","NegM2_CMP_054","C8H33N1O1","Synthetic feature 84",5.177,425.7472,0,2094135.4,0,0,1557421,2013785.7,1618323.2,1458632.8,1869866.5,2315178.6,0,2975394.2,2671960.6,0,3010736.8,3756753.5,5871075.4,6279239,4473649.2,0,3414617.1,4955465.8,3777544.4,3420879.3,0,3533491,4935490.1,0,3499917.7,3641870.6
"NegM2_0085","NegM2_CMP_017","C12H29N5O9","Synthetic feature 85",11.822,828.8731,159849.8,183726.6,102391,108731.4,216732.2,149244.5,184956.8,171420.8,112055.1,123605.5,165941.6,116394.1,158847.2,98560.6,188051.6,56332.3,49369.8,38104.5,61664.3,47805.8,47503,72240.4,44170.1,59646.4,50315.7,80807.1,38975.4,85184,71888.9,55391.6
"NegM2_0086","NegM2_CMP_045","C13H42N1O3","Synthetic feature 86",9.798,233.3981,2306105.6,1415158,1402227.9,2668525.6,2316009.1,0,0,1325660.9,0,2216007.8,0,2192886.5,0,1983664,1964517.8,0,4100441.9,0,0,1722006.7,2852830.2,3326332.3,1986608.3,2086630.6,4203312.2,3213222.5,0,0,0,2007204.6
"NegM2_0087","NegM2_CMP_067","C8H12N1O7","Synthetic feature 87",2.272,993.1568,1728432.7,1230375.5,1266490.4,1062482.2,1376214.3,1617658.5,2170213.3,2522027.7,1901948.1,2305873.1,1592035.6,2082299.2,1258294,848108.6,1050595.2,1800782.2,4186296.9,0,3207451.9,3911975.2,2037033.4,2825354.2,2543763.6,2472026.6,1850960.5,3575105.9,3634211.8,2035418.1,3068011.8,2407137.7
"NegM2_0088","NegM2_CMP_064","C15H44N0O9","Synthetic feature 88",16.187,962.8291,16014793.9,16107678.8,11540427.9,17502287.7,13761265.5,0,0,7868592.9,0,0,13601651.7,16456823.8,25255164.2,18571285.5,12495001.4,0,3891261.6,0,0,0,8812023.3,6074475.2,4363036.6,8860270,5042285.9,0,0,4103686.7,0,0
"NegM2_0089","NegM2_CMP_079","C17H47N1O8","Synthetic feature 89",7.136,616.0159,249933.8,364065.4,539018.2,0,443457.6,0,0,533114.6,278040.4,454166.2,541877.2,642517.9,405606,507472.2,404615.6,0,0,523080.4,0,281359.5,420352.2,459741.5,0,425541.3,586875.3,587877.8,0,499707.5,0,0
"NegM2_0090","NegM2_CMP_038","C6H23N0O4","Synthetic feature 90",3.017,621.0121,3040977.2,2601788.1,2844765.9,2673648.8,2387323.6,3209461.8,3604313.5,4818881.2,2919393.8,3185483.4,2846940.7,2511839.4,3776401.8,3902379.4,3435063.7,2819480.6,3036702.3,3741856.6,3315642.7,2638917.8,2886790.7,2871734.1,3406113.8,2479241.4,2693630.1,2671068.7,2854545.2,3021637.4,2370428.3,3271746.4
"NegM2_0091","NegM2_CMP_021","C7H6N1O8","Synthetic feature 91",6.559,909.0571,810515.1,0,1424383.8,1475726.5,1308480.3,6422090.9,5060746,7587855.2,7279316.8,5036508.4,1316025.4,847502.6,1502695.9,956100.2,0,3454152.4,2950857.4,4953212.9,3893140.8,2881843.1,1298809.6,868651.8,930413.3,1081609.1,902760.4,5587318,4981563.2,6949625.8,4484492.1,3689643.9
"NegM2_0092","NegM2_CMP_017","C17H50N3O8","Synthetic feature 92",1.028,747.5966,2783013.8,1532310.3,2646231.2,2886582.1,2388041.7,2833095,2850969.9,2453665.5,1373314.3,1730188.5,2747155.6,3051611.9,2689283,2055160.6,2306707.5,3631444.5,2916644.8,4043706,3354950.5,2624839.9,4413264.5,3400715.5,3167335.8,3150966.8,4824591,3973134.9,3569194,3192720.9,3656951.3,2172225.2
"NegM2_0093","NegM2_CMP_060","C14H15N4O7","Synthetic feature 93",9.625,530.1305,388700.3,506163.2,419675.4,654031.1,355997.2,539014.6,518240.2,357053.5,387305.7,399730.5,309650.4,544892.3,620379.2,382400.1,516533.4,484212.3,296365.1,485110.6,370708,334958.8,370464.2,491592.1,436600.7,381390.8,413074.8,352846.3,373970.2,200205.7,448607.2,246126.6
"NegM2_0094","NegM2_CMP_009","C11H31N0O5","Synthetic feature 94",17.969,571.7179,11730600.8,14427187.3,6937269.3,15316276.3,12857869.3,16999953.5,0,15740326.3,15989699.2,16333920.7,12001957.8,14500908.4,13368407.1,8305005.8,13535037.7,4422821.8,6863931.3,11833426.4,4461428.8,7268790.6,7294246.4,4921405.5,5026410.3,3425175.2,6375540.9,5591865,7655557.7,10274355.8,5624743.3,8324281.6
"NegM2_0095","NegM2_CMP_027","C8H42N3O9","Synthetic feature 95",11.514,638.1441,1386656.8,2119297.9,1256117.1,1870784,1526723,10225390.6,8649675.7,11474387.1,9288354.9,10309614.9,1671042.3,1582260.5,1642027.3,1119639,2324439.2,16046723,19569268.3,0,16038577.4,17121051.4,3394966.7,2659681,2424018.5,2280187.2,1716686.3,19090506.2,9334990.9,17297127.6,17989476.6,17634364.4
"NegM2_0096","NegM2_CMP_045","C18H37N4O6","Synthetic feature 96",14.34,228.4193,326198.1,873011.1,639204.1,664561.1,530854.8,830833.4,686694.8,0,605382,491656.7,758738.7,662176.4,777631.7,619831.9,365585,1736230.8,1484043.4,1012219.8,2078825.6,1591749.4,1579760.5,2047021.8,1726006.7,1036205.6,1410739.1,1396271,1611561.3,1351773.3,1400569,1747482.5
"NegM2_0097","NegM2_CMP_077","C19H49N1O2","Synthetic feature 97",2.135,856.27,589816.8,839029.6,426150.2,504219.2,445193.2,490124.5,396634.5,516228.1,614211.4,414980.6,481492.6,551870.6,497710.5,538421,490023.2,711619,1205417.4,618640.5,0,872324.6,1156455,689363,818768.7,978617.4,687140.6,599423.4,531870.2,351878.7,896902.9,561720.4
"NegM2_0098","NegM2_CMP_020","C10H27N3O5","Synthetic feature 98",1.091,875.0092,262100,0,221363.9,316987.3,0,0,194559.2,0,471152.1,0,0,273595,0,0,422895.9,269325.8,0,0,0,0,0,444003,403616.4,287580.9,0,290281.5,0,238285.5,308300.7,355913.9
"NegM2_0099","NegM2_CMP_014","C28H19N1O8","Synthetic feature 99",12.119,648.747,1590503.3,1871698.3,1830859,1166059.1,2416487.1,0,0,0,0,724262.5,2263664,1176234.9,1641010.2,1838941.8,1952443.5,0,0,156739.4,0,0,546774.9,381468.7,383420.1,343833.4,436356.3,219775.1,106010,0,0,0
"NegM2_0100","NegM2_CMP_080","C19H27N1O9","Synthetic feature 100",0.724,663.0333,2230429.3,1984525.9,3044457,2045305.8,2175078.3,2772849.5,2978573.9,1890546.7,1404504.1,0,2202305.1,1854071.1,1882136.8,2188044,2197869.9,2156694.8,1528424.4,0,2501910.7,2058941.9,1937017.2,2373434,1595653.1,1697303.3,2533046.6,2397166.7,2184999.4,2581196.4,1551375.6,1653387.5
"NegM2_0101","NegM2_CMP_032","C15H48N5O5","Synthetic feature 101",14.701,258.8984,500973.8,399957.7,677737.8,370348.8,642526.5,596485.9,794058.8,877705,0,0,446435.3,379923.9,758338.5,691572.2,476972,1281185.9,0,0,0,0,1046536.5,863715.6,745696.8,1202901.8,755711.2,0,0,957781.5,0,952869.9
"NegM2_0102","NegM2_CMP_066","C13H15N4O6","Synthetic feature 102",3.925,982.6542,349952.8,238108.4,318616.6,362355.6,328907.2,405944.9,468041.6,257752.4,375307.1,271133.8,282626,388422.9,307631.3,411245.3,410257.5,495631.2,0,457967.7,348657.1,540844.4,465021.1,473216.6,519631.6,632817.5,478426.7,417345.3,486092.1,554210.9,435867.1,336832.7
"NegM2_0103","NegM2_CMP_023","C12H32N5O4","Synthetic feature 103",15.07,727.9088,4485845.7,2784555.9,2677035.2,2604609.9,2463748.4,6209574.1,5347487.7,5627099.3,3506370,4518715.3,2634902.3,2935516.9,2483027.6,4519584.4,2186941.1,20292679.1,9866296.7,9549025.3,18780292.4,10859454.8,8861785.8,13114620.3,0,10815724.8,6382393.8,12979509.6,14849615.6,13705804.3,22836897.5,14907067.5
"NegM2_0104","NegM2_CMP_034","C14H44N2O2","Synthetic feature 104",17.415,220.3288,1593664.9,1527983.6,1859170.9,1804060.9,0,0,1668464.7,1077543.7,1597702.9,2312823.3,0,1790349.5,0,0,1494288.4,914096.6,1183308.7,959695.8,0,0,583428.3,811476.6,889612,752165.3,1220093.7,1587532.5,1194655.9,860809.4,927647.6,834649.2
"NegM2_0105","NegM2_CMP_051","C24H45N4O4","Synthetic feature 105",10.325,685.068,2702763.6,1861075.5,1882685.9,2573488.6,4378315.5,2288379.6,2730458.7,1981725.5,2802805,1841402.1,2590222.7,1512282.9,2440504.5,2115107.8,2894082.8,3288521.6,3323009.9,4123741.9,4636672.5,4335728.3,2801393,2775991.2,3238219.8,4119530.6,3059909.2,5135148.3,4545655.2,5226861.9,3028774.9,4250993.7
"NegM2_0106","NegM2_CMP_013","C14H26N3O7","Synthetic feature 106",12.019,241.2057,458989.7,352612.4,427919.8,399598.1,439381.3,0,494307.9,465925.8,0,387075.2,541571.7,600833.9,445467.5,345804.7,432177.2,0,0,0,0,0,316485.8,450189.9,0,312310,454040.3,0,438141.6,572765.9,0,0
"NegM2_0107","NegM2_CMP_025","C8H31N1O5","Synthetic feature 107",14.046,627.806,36439.9,36679.5,42059.5,57491.6,58131,72080.1,62544.9,43627.1,29351,35968.2,0,40128.2,52743.6,61193.1,38139.5,56152.2,58362.9,43134.5,89570.7,80190.1,69505.4,126404.3,100317.3,70798.1,61177.4,71824.4,68183.3,76694.8,69684.5,66276.3
"NegM2_0108","NegM2_CMP_004","C15H6N1O8","Synthetic feature 108",8.02,210.4236,1718903.5,1552208.9,0,0,1455906,1258380.3,0,1128617.6,0,1417503.9,1254353.3,918982.4,874818.6,1938051.1,0,764053.9,774611.9,932463.8,532026.8,0,763147.7,0,906732.9,877458.5,1045663.9,543015.4,0,0,508129.1,626137.1
"NegM2_0109","NegM2_CMP_006","C29H34N2O8","Synthetic feature 109",12.522,124.3218,5783558.7,4080022.1,4016105.6,4972922.1,4203061.6,0,4422663.7,0,0,0,3467035.6,3917812.8,5322427.9,7661994.6,3626531.1,0,0,2930111.8,0,0,1970301.9,0,1892824.5,3351409.4,2154207.5,2641369.1,0,0,1507961,0
"NegM2_0110","NegM2_CMP_073","C19H7N2O2","Synthetic feature 110",3.054,363.4813,0,71719.6,208075.9,125641.3,159255,135808.2,0,128243.3,134958,0,157931.5,0,81768.5,0,171504.2,0,194533.3,153907.8,93006.9,176868,172274.3,133299.2,153915.4,117090.7,132208,172525.5,0,202956.9,160883.2,187692.3
"NegM2_0111","NegM2_CMP_060","C7H23N4O2","Synthetic feature 111",10.415,173.7097,146612,248701.1,214729.8,199987.9,177563.5,0,123071.4,0,172618.9,198780.3,212511.6,200547.1,336316,164859.3,167402,200520.2,75684.2,0,0,0,205826.1,0,106006.8,119030.4,132509.3,209177,0,221762.5,115807.9,0
"NegM2_0112","NegM2_CMP_020","C7H11N5O4","Synthetic feature 112",7.654,407.135,1254319.5,1146736.1,1271908.6,1413999.3,1050062.2,1747433.2,1039253.2,1518312.9,1231268.7,935730.9,1080647.2,1771596.6,1195638.3,1441795.7,1344570.6,3849917.7,2626150.3,3261655.9,2091580.2,3542520.7,2605586.7,2374165.1,2846454.7,4512584.5,3057332.4,3780402.1,3169656.9,2113276.9,3843634.7,3269928.6
"NegM2_0113","NegM2_CMP_064","C16H20N3O1","Synthetic feature 113",7.116,142.8898,6319875.7,5845655.6,4583262,8709325.2,5791300.4,5292962.4,4963510.2,5888307.3,6093007.1,6263074,8559556.7,5099090.4,6451062.7,5903271.1,5520144.8,11083727.7,18023578.1,8570700.7,7705158.5,11478778,10528094.1,8474498.1,7392698.9,10450167.7,11675794.9,7324926.4,8516517.4,8748205.6,8979393.8,9870610.9
"NegM2_0114","NegM2_CMP_020","C15H43N3O4","Synthetic feature 114",15.499,712.252,4483460.7,4889554.4,8800534.7,7461020.2,5711458.4,5304130.9,5614982.7,6960063.9,0,4889031.9,5618617.7,9721401.3,4893266.5,5211959.1,5633382,8765982.3,4196191.1,5740248.3,0,8680693.1,4301475.6,5494988.3,6052905.3,11278770.2,4899579,5533711,5685252.1,4380419.1,5130081.1,6223755.1
"NegM2_0115","NegM2_CMP_051","C16H19N0O1","Synthetic feature 115",4.83,863.134,3746615.3,5031486.4,6898971.8,5739812.1,0,4690975.9,4184770.7,6620608.5,6637141.8,0,0,6388760.8,0,0,4202929.9,16437772.3,19647956.9,14190878.2,5004201.9,11113041.2,0,0,18701037.3,0,0,9517375.6,14403764.8,10499648.2,10981819.9,9634077.2
"NegM2_0116","NegM2_CMP_031","C16H38N1O1","Synthetic feature 116",4.041,115.3126,2270990.3,1206251.5,0,1697772.4,1982946.3,2975233.8,1976823.7,2345581.5,1047715.1,1962523.7,0,0,0,1573349.6,1319288.2,0,2853070.1,0,0,3504723.3,2387606.1,1930122.7,2693504.4,2188921.3,2937228.2,2158630.1,2092422.2,2545842,2661984,2974719.6
"NegM2_0117","NegM2_CMP_076","C13H47N3O9","Synthetic feature 117",9.48,732.5136,737824.3,681114.7,600782.8,406749,354841.7,861922.4,793496.1,1075524.3,472556.7,667719.8,848676.4,936071.9,504152.8,0,616903.9,1509847.3,1965216.2,0,1140331.2,1743674.9,867082.3,1587332.8,1439121.1,1791887.5,2598813.1,1645095.3,1607202.3,0,2083254.7,1588907.6
"NegM2_0118","NegM2_CMP_046","C19H43N3O2","Synthetic feature 118",8.152,928.6026,39878611.2,40737097.1,42736418.1,36951509.2,29366851.3,0,83509209.9,86129826.9,53997900.8,108233834.3,40133959.8,48079270.8,30184329.6,47941261.1,37448075.1,63806878.5,53848531.5,50557388.2,46933825.3,75175770.3,25580991.8,27554946.5,25988249.3,22160615.2,40425262.4,52423706.9,50911244.7,62973050.7,67738078.2,61931300.4
"NegM2_0119","NegM2_CMP_016","C13H23N0O4","Synthetic feature 119",4.981,494.1425,4877242.5,4102109.5,6424605.9,5841437.9,4773080.3,6134539.4,4071256,5191098.5,5813916.8,3386776.2,4654730.5,4552490.5,4641805.3,3162284.7,2210156.4,3488413.7,11967158.6,5106218.1,4309227,5702067.1,4641966.6,5283468.6,3442221.4,5244810.8,5247662,4627574.7,4261832.3,4191092.6,5983383.9,4143104
"NegM2_0120","NegM2_CMP_018","C11H7N1O8","Synthetic feature 120",10.046,984.9487,931094.3,1719564.6,954394.1,1317878.1,1269030,1444142.3,0,1708578.6,971677.1,1280057.4,833943.9,728530.5,704040,838475.7,716858.8,2227950,3671757.9,3570264.9,2959195.3,2357154.6,1017010.3,1633906.6,1773450.8,1465052.7,1951333.1,3909073.8,1415327.2,4153676.7,2278480.6,2579820
"NegM2_0121","NegM2_CMP_055","C25H13N5O6","Synthetic feature 121",1.709,645.3398,3938955.4,3813739.8,3431559.5,7043492.5,0,3886139.8,0,2279355.2,3669775.9,4485503.8,0,6106693.1,4213778.2,3699625.5,4480849.5,5385190,0,10116834.2,7767526.5,0,0,4011128.4,8383950.5,0,8221859.3,8561099.1,0,13719151.5,6424698.2,7431089.9
"NegM2_0122","NegM2_CMP_046","C10H45N5O6","Synthetic feature 122",3.551,543.8258,3711121.6,1897346,2273521.4,2201540.2,2710174.4,3402819.1,0,0,3637397.4,0,3146063,2926699.1,2950024.9,3376371.2,3386955.3,1433979.2,0,0,2396657.6,2100666.3,1422796.9,1932768.3,0,0,3461660.5,0,0,0,2099464,0
"NegM2_0123","NegM2_CMP_008","C10H14N3O9","Synthetic feature 123",11.267,245.4023,1585274.8,2596725.3,3033130.6,2697694,2187262.3,3367874.7,2340345.8,1373804.1,3632330.6,1667523.3,2203636.3,2224854.1,3451579.6,1982881,2370904,2347678,2075717.7,1849499.8,0,1710567.3,1351236.1,2232373.4,1400466.1,1915797.1,2324361.4,1646451.8,1565683,1123523.6,1338451.5,2491072.8
"NegM2_0124","NegM2_CMP_029","C24H15N4O6","Synthetic feature 124",9.115,882.6633,1546073.7,1520793.1,1532980.7,1839655,1447894.2,1347109,1322976.5,1119283.2,1589257.4,1245326.7,1753914.5,2344159.6,1945992.4,1397088.9,1405684.4,3086896.2,2918211.7,0,4233258.3,2541469.1,2966848.1,2060505.7,3277598.9,2560340.6,3332981.8,1971707.9,2193708.2,2599598.2,3166248.9,3713687.2
"NegM2_0125","NegM2_CMP_021","C8H21N2O3","Synthetic feature 125",7.071,794.1501,31315985.7,49618927.4,24600069,36739327.9,42017654.4,27245139.8,64808153.3,40923277.1,43949873.7,42357755.4,42762814.4,0,32686241.6,40674981.6,30708495.9,64262011.4,63147798.7,32323895.5,36198792.5,45205628.8,65182211.3,51548109,26980891.3,60317575.5,35100791.6,42203628,45876431.6,47231420.6,53117464,52731838.5
"NegM2_0126","NegM2_CMP_019","C21H23N2O1","Synthetic feature 126",1.65,836.9648,25542.1,21598.3,13827.6,16041.2,23641.7,0,0,0,20739.8,16407.7,15837.1,21874.1,0,29353.8,0,11707.8,0,0,0,0,14540.5,14158,18599.5,21014.2,18186.7,18823.6,15890.3,0,16249.4,0
"NegM2_0127","NegM2_CMP_014","C22H11N3O5","Synthetic feature 127",13.362,891.8664,899113.1,792251.6,1060441.7,789858.4,857433.5,1147983.8,778593.6,848700.6,875135.8,1097370.9,937697.2,698450.5,1591209.5,1132994,774624.6,1601477.3,972765,1427955.8,1649243.4,1536629.8,898087.9,1733977.6,1810407.6,1061046.3,1364712.4,2013291.2,1737775.4,892584,1139903.6,1212558.4
"NegM2_0128","NegM2_CMP_013","C11H45N0O7","Synthetic feature 128",17.89,296.0093,2052763.2,2736304.6,2101870.7,2740668,3456944.7,2996736.3,3433521.2,1934304.9,3075626.3,1837927.2,2385501.8,3934193.8,2851934.1,3941372.1,2668238.9,2416054.8,2488735.3,2532125.6,2377935,1425025.7,1858039.7,2478784.2,2218088,1433779.6,2168513.8,2054837.3,3637623.9,2614153.9,1853026.2,3236335.8
"NegM2_0129","NegM2_CMP_049","C12H7N5O5","Synthetic feature 129",13.438,725.5539,4427033.9,7463752.9,7685066.7,6602227.7,7035992.7,7389693.6,9837424.6,3219389.9,7067091.7,6006541,4973159.6,7564687.4,4408282.9,8344602.6,0,2198487.7,1554244.2,2081089.1,0,1877053.2,2149300.3,2212486.1,1980405.6,2836511.6,4389646.8,1788606.3,2247954.3,1550018,2430901.5,1967009.1
"NegM2_0130","NegM2_CMP_067","C20H32N5O4","Synthetic feature 130",13.203,656.9237,454243.2,620018.7,547335.3,642822.7,621266,477406.7,589990.3,527492.3,482809.6,401430.7,384121.4,416985.3,447529.4,506219.6,311020.6,732144.5,463193.8,624591,472227.2,431174,394348.1,630708.9,733186.7,517311.3,411026.9,819154.1,495084.8,499184.6,386201.9,661814
"NegM2_0131","NegM2_CMP_045","C15H28N0O8","Synthetic feature 131",10.142,906.421,1092339.1,1015524.8,1335640.1,1419526.9,1069985.8,0,0,1250466.6,2004521.4,0,1590732.3,1184888.5,932454.8,1070961.4,1372456.7,1042002.4,977970.9,1044302.4,0,0,1703899,850197,952938.3,999357.4,1238258,0,0,0,0,787694
"NegM2_0132","NegM2_CMP_012","C30H29N4O4","Synthetic feature 132",9.53,238.7874,276217.3,192545.9,362445,0,289197.5,0,306570.8,265658.1,281767.3,333451.8,347888.7,0,250813.8,338228.3,329764.1,147185.4,175349.1,111402.4,0,0,235623.6,162343.5,169849.7,190070,204572.4,147703.5,171696,129540.6,187551.4,99440.1
"NegM2_0133","NegM2_CMP_069","C28H26N4O9","Synthetic feature 133",9.036,546.8041,2471087.3,3706586.4,2348724.1,2312051.7,4311182.5,1735297.9,2644163.9,2808313.1,2010673.4,2658849.8,2600004.9,2891563.2,2725043.4,3086388.4,3963521.7,3087561.1,0,2607218.7,4226956,3534263.6,3819190.5,3217358.5,3385882.8,2958188.6,2662685.2,3120973.9,2947112.5,2309359.9,2637521.6,2266347.3
"NegM2_0134","NegM2_CMP_010","C19H43N2O2","Synthetic feature 134",5.037,278.7411,139786.9,129344.7,127990.1,168092.4,74136.9,81202,0,111835.6,0,0,0,188030.8,93126.7,152198.8,140898.8,0,368521.8,334336.1,441190.3,382638.7,278339.6,349786.5,260277.1,403229.1,521904.9,0,221734.5,0,0,0
"NegM2_0135","NegM2_CMP_065","C11H21N5O5","Synthetic feature 135",7.879,684.9074,7142827.6,5100766,8648069.5,6512592.6,7459598.5,5532719.1,7827068.4,7491246.7,3572317,4611871.7,5481219.9,8470274.4,5610102.1,7286390.6,6080368.7,11572305.7,8884995.6,8550985.9,7715530.1,10158177.8,6304087.5,6651251.1,11497678,7408669.4,8468208.6,6415410.4,8161319.6,5827904.4,4855079.7,10509238.5
"NegM2_0136","NegM2_CMP_074","C16H25N3O5","Synthetic feature 136",8.753,383.6763,500727.8,400028,491494.5,400931.6,360425.2,382628.6,0,513152.7,466907.8,563249.8,619141.4,579170,477060.2,641830.9,454012.8,299079.6,271505.8,466527.2,401964.9,444713.3,423125.5,455434.7,312569.7,504565.7,0,358610.7,507819.5,418341.1,560647.6,572110.7
"NegM2_0137","NegM2_CMP_051","C8H16N5O8","Synthetic feature 137",10.66,743.5672,879918.3,0,758219.1,922042.2,0,0,1211911.7,806776.1,1019305.7,995824.6,482243.3,0,715088.3,713980.5,824507.9,2042691.6,1331395.2,1635542.5,1555205.4,1020015.2,1234274.4,0,0,1368457.7,0,0,1519834.9,0,0,1490230.5
"NegM2_0138","NegM2_CMP_068","C7H36N0O3","Synthetic feature 138",1.089,587.6671,2891914.8,2931342.6,1833902.8,1979961.6,2687987.2,3039689.5,2637364.3,2496016.4,2390298.2,1906512.2,3141375.6,2181861.9,2562857.7,2534658,1946071.3,6190154.4,7035751.4,4089900,8238729,5206265.7,5784478.3,7915915.1,2974859,5995648.8,9957618.6,4275201.1,7193186.7,4666212.3,5203074,7586224
"NegM2_0139","NegM2_CMP_036","C16H16N3O1","Synthetic feature 139",3.939,738.0483,308091.1,605111.9,0,478897.3,353102.8,520745.2,356246.8,297400.9,361387,211400.4,0,456900.3,327769.5,231177.1,344303.8,604908.9,0,912230,0,716699.3,624016.7,972100.5,0,959192.2,0,578924.3,0,681199.4,852083.5,888123.3
