"Compound","Compound_ID","Formula","Description","Retention_time_min","mz","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"PosM1_0072","PosM1_CMP_013","C23H11N4O1","Synthetic feature 72",14.095,711.7459,0,0,264124.7,0,228749.5,0,339689.2,326125.1,271016.5,192785.4,314259.2,286239.4,331247.7,334327.9,288151.3,171345.6,0,444990.9,342046,339612.3,273642.6,271435.8,405691.1,413984.2,297727.1,397232.1,367121.7,245416.6,0,0
"PosM1_0073","PosM1_CMP_007","C19H23N3O3","Synthetic feature 73",7.16,906.0783,1808852.5,1690614.4,1837699.6,1009485.2,858629.4,2954296.7,1835955.6,1747130.3,1633473.5,1525897.8,907930.8,1725780.3,1677830.2,1069244.9,1479734.5,1865179.6,2210696.5,1810749,2792223.8,2367191.4,1845788.1,2182767.9,1920401.1,2473947,1809984.2,1679380.1,1884007.9,3247230.2,2675948.8,2515912.5
"PosM1_0074","PosM1_CMP_070","C29H26N2O4","Synthetic feature 74",12.597,619.5658,678406.6,685693.7,621292.5,541102.7,694145.5,397704.1,600205.8,476701.2,617703.5,1188217.5,521969.6,531441.5,351755.5,612737.4,744479.3,1951083,2169981.3,1438230.4,1751675,1685071.8,1500589.1,2096833.2,1521193.9,2027596.5,2155775.3,2665802.4,1628420.9,2128244.3,2508526.2,1609518.9
"PosM1_0075","PosM1_CMP_004","C12H36N5O1","Synthetic feature 75",13.851,806.4056,2162228.2,2441409.8,2303120.6,2267646.1,2072113.7,2822979.2,1714108.7,3095101.1,2588766.8,3718259.5,0,2058414.8,2316547.8,2397611.5,2413370.4,4034121.2,3420877.3,3317079.3,0,2764154,2426490.9,2747084.8,3518571.7,3229635.1,3629607.2,5129269.1,3248323.1,3055713.8,3025727,2887234.1
"PosM1_0076","PosM1_CMP_046","C28H21N0O4","Synthetic feature 76",9.376,379.0141,0,0,322190.8,176070.2,241103.7,0,180199.4,188055.6,0,0,250501,177301.9,231869.6,291078.3,248129.8,0,213639.9,0,0,169763.5,105899.6,140487.8,167059,99485.4,128738,139325.1,127583,228628.5,129000.3,0
"PosM1_0077","PosM1_CMP_049","C18H18N5O5","Synthetic feature 77",0.988,860.4782,64056.6,52435.3,63807.6,57053,60234.3,0,0,0,0,0,78260.1,0,0,0,73377.2,0,0,27544.3,0,0,40734.9,0,50458.7,49053.7,42102.6,32209.6,33643.2,0,0,0
"PosM1_0078","PosM1_CMP_068","C29H36N3O2","Synthetic feature 78",7.252,164.6515,0,315252.5,257672.7,312796,287897.4,0,0,0,0,0,268403.2,286022.1,287021.7,252705,478089.7,0,172779.9,0,0,0,0,150322,218219.7,213056,169811.4,0,292468.4,261474.9,164650.2,169969.3
"PosM1_0079","PosM1_CMP_067","C21H50N0O7","Synthetic feature 79",16.602,456.5587,1929401.9,2107492.3,1734885.5,1578809.2,1196260.5,1622748.2,1585144.7,1942130.1,1507504.7,991367.3,2038119.1,1495918,1717217,1272547.3,1037784.9,870126.2,865774.1,945457.2,886758.3,1060944.2,561706.8,924361.6,658198.4,946543.5,877655.1,0,893424.1,529585.6,1008915.1,710325.5
"PosM1_0080","PosM1_CMP_070","C16H24N1O3","Synthetic feature 80",15.659,640.2294,958973.5,0,1122446.5,1213179.1,1572874.3,1374513.2,1129193.4,1068742.3,1518219.2,1729652.4,826731.7,1139804.4,985048.6,1336184.7,966892.4,1831924.8,2604680.7,2440352.3,2189702,2256113.6,1715802.3,2256667.2,3107569.6,2307394.4,2256386.1,3180321.4,2953485.3,2793919.1,1796429.8,1537439.9
"PosM1_0081","PosM1_CMP_004","C13H27N3O3","Synthetic feature 81",7.837,835.0564,654777.8,1114943.8,1014257.4,785562,1347762,922178.7,932677.8,949107.5,1280342.7,710665.2,1062247.3,891390.4,823929.5,1397213.9,1188162,982921.1,1943977.2,0,1642588.5,1314875.9,1859712.1,1426418.7,1478121.5,1133440.9,1921015.1,1038389.9,1595419.5,1175649.3,1449688.7,1642140.7
"PosM1_0082","PosM1_CMP_022","C8H16N3O8","Synthetic feature 82",7.729,297.7013,134093.1,210099.6,0,0,0,134115.5,152747.9,104804.4,84706.8,84587.6,0,0,0,141353.9,89785,127596.9,156191.6,0,214698.1,174917.2,216145.7,114081.4,0,0,155677.3,113234.8,118958.9,0,0,172654
"PosM1_0083","PosM1_CMP_005","C20H43N4O1","Synthetic feature 83",10.632,780.4783,1317257.9,1272026,1049362.2,907410.7,1533462.8,1066814.8,1242186,1593039.9,1023287.3,1462757.8,1148311.6,851279.9,941176.2,1009306.3,785594.2,0,1415664.5,1212118.8,1746323.7,1485766.7,1449974,854007.4,1573468,1288740,1417299.4,1652905.1,1274308.2,942321,1369677.2,1018988.4
"PosM1_0084","PosM1_CMP_033","C19H44N5O5","Synthetic feature 84",7.425,911.4084,8782389.2,10212128.5,8090961.8,8629727.1,6722958.2,27685154.7,23418602.1,21731890.1,24106308.4,21729624.3,7130851.2,8203371.6,7995872.8,5061681.8,8271143.4,23322831.5,0,24677759.4,28510406.2,24901780,6448584,8746766.4,11956826.4,10482718.3,7884843.6,24506772.9,23185326.2,21581548.4,25983733.5,27147885.2
"PosM1_0085","PosM1_CMP_012","C25H26N2O6","Synthetic feature 85",4.462,435.374,1138278.7,755573.2,1101168.6,891437,1239349.4,822234.9,1133937.8,1102579.7,933378.7,1167068.1,1326440,958650.7,916558.1,888989.7,805372.7,2725227.9,2227386.7,2029960.5,1949782.7,3421323.7,2893651.4,1762118.1,2223778.9,4669488.4,2724408.1,3487046.3,3603126.1,2759297.4,2246327.3,2558494.9
"PosM1_0086","PosM1_CMP_070","C19H10N3O4","Synthetic feature 86",5.453,338.9366,4076010.3,3260348,2815865,2911916.9,2661804.1,2338659,2749471.4,2157342.2,2045293.9,0,2491804.1,2339583,2880998.2,3938308.6,2836703.6,910705.3,824623.1,1298994.3,887419.7,1395548.8,942134.9,1532606.9,1387262.3,920189.3,722515.2,922335.6,1657805.3,1269348.8,1025440.7,1006901.3
"PosM1_0087","PosM1_CMP_043","C28H15N3O3","Synthetic feature 87",12.776,739.6236,192845.3,200313,263475.7,372859.2,189811.6,274968.9,0,0,0,0,260339.4,218140.9,229220.8,188616.4,230178.8,0,326798,0,191817.6,0,0,0,304267.2,250908.4,230186,156160.5,0,171817.4,110730.8,148987.5
"PosM1_0088","PosM1_CMP_029","C8H39N3O8","Synthetic feature 88",3.688,204.7403,1507173.1,991193.9,1444913.9,0,1563514.6,0,1029449.7,0,1078287.1,1498124.9,1758384.2,1607455.3,1297632,1280953.9,1657981.8,0,0,1041411.5,0,1075194.1,1187851.4,1640109.2,1225550.7,977867.7,1335331,1498497.8,0,0,1426817.4,0
"PosM1_0089","PosM1_CMP_040","C27H15N5O8","Synthetic feature 89",7.123,745.8354,59844.4,52528.7,68211.4,77612.3,60006.2,0,45623.7,49862.2,0,0,48807.3,62031.8,60138.5,56447.9,81744.3,0,0,19325.6,0,22334.5,19243.1,13699.3,19392.4,33608.5,13253.8,0,0,0,21044.8,0
"PosM1_0090","PosM1_CMP_056","C30H18N5O6","Synthetic feature 90",11.538,315.2986,2532632.1,1808942.8,2800603.9,1743231.7,0,0,0,0,0,0,1878867.6,2108787,2206802.4,1940948.3,1783587.8,0,0,3384882.1,0,0,2078013.7,2215308.5,1665287.7,1819953.8,1976984.9,3551965,0,0,0,2318972.9
"PosM1_0091","PosM1_CMP_069","C9H33N4O9","Synthetic feature 91",5.379,443.0463,2224805.1,2350108.2,2390315.4,2885635,3219576.6,2464163.7,1629279.2,1952422.9,2516632.1,2659069,2106058.2,2816094.1,2782114.6,1857327.6,1427450.7,1612171,1635308.4,2069081.3,976032.9,1737350,1228710.3,1155280.4,1429929.3,2141439.7,1172440.4,1907905.3,1668763.8,1251817.5,2435537.1,1663620.6
"PosM1_0092","PosM1_CMP_055","C22H37N0O6","Synthetic feature 92",17.178,851.3733,333736.2,425822.4,0,266081.9,330293.1,0,0,505226.6,331011.5,0,444172,0,241368.3,332269.1,0,169544.1,295154.2,217472.3,226134.3,237678.7,224231.4,233410.5,173787.2,190385.3,196621.1,0,167448.3,260644.8,0,247401.4
"PosM1_0093","PosM1_CMP_054","C13H20N3O4","Synthetic feature 93",14.833,112.1388,116450.6,102385.9,103589.6,74352.1,0,69971.4,109699.6,93853.5,81664,250866.4,110582.9,127706,123118.5,220707.1,93463,78468.9,98234,155931.3,0,107533,99125.3,109050.3,0,116696.3,100639.8,118359.1,131884.4,70052,93874.7,144746.6
"PosM1_0094","PosM1_CMP_001","C23H24N4O6","Synthetic feature 94",6.086,237.9031,1138513.1,883054.3,1135406.2,878032,1125134.2,1088830,1541071.4,1491552,1175144,1303294.2,919221.7,1421173.2,708518.2,895564.1,826443.4,837220.2,596429.3,673664.4,638841.6,603257.3,525351,636001,557636.8,475685.2,598948,609293.7,865814.5,580197.9,0,587272.9
"PosM1_0095","PosM1_CMP_028","C14H44N5O4","Synthetic feature 95",8.811,916.0437,698160.2,524576,0,407349.4,587238.7,0,0,0,0,0,864939.8,627072.3,1083720.8,887767.4,502971.6,1915098,0,2045279.4,0,0,1821236.8,1983870.8,1900264,2273996.1,1541287.6,0,0,0,1824716.2,1311436.8
"PosM1_0096","PosM1_CMP_079","C12H17N4O6","Synthetic feature 96",1.206,350.8181,414491.2,383590.7,348880.5,366358.3,364676.8,344609.3,305144.5,391216.6,387916.3,293952.8,265574,334284.5,385912.8,370834.8,344623.4,402214.4,281953.8,389125.6,256941,420280.8,395455.4,355151.5,0,228301.2,321579.9,429228.6,318659.6,383038.5,344660.8,0
"PosM1_0097","PosM1_CMP_056","C6H29N1O4","Synthetic feature 97",16.203,588.1356,1949919.3,1757095.9,2709505.2,1620811.6,1403748.5,2195832.1,0,2011024.1,2155331.1,2080114.2,2931858.8,0,2033100.4,2168454.1,2365836.8,0,1923070.4,2636248.3,1784105.9,2468949.6,2445195,1820380.7,4123636.8,2460302.5,2315166.8,2634129.8,0,0,3800705.1,2212263.2
"PosM1_0098","PosM1_CMP_057","C20H46N1O1","Synthetic feature 98",9.545,785.3507,275085.8,227779.7,315856.7,305509.9,319504.4,318282.6,189777.2,347979.9,266199.8,0,254855.1,244735.5,300929.5,236272.4,325865.4,227196.3,198461.6,91990.1,137378.7,130953.9,125075.6,132796.2,98429.5,102269.4,183406.3,164630.1,170243.1,148229.4,157141.9,158494.7
"PosM1_0099","PosM1_CMP_050","C10H48N2O3","Synthetic feature 99",2.861,167.9459,25534999.6,29346865.1,31690155.4,25667097.1,26994788.4,20964140.3,28449250,21745925.8,29067837.1,35559559.8,44122731.6,37594269.3,31236606.3,33730876.6,31365105.4,42018813.9,87175175,86296635.9,71956083,42033024.8,82232224.5,57039380.6,56915656.3,46020321,52545218.8,64834432,53818239.1,55899415.4,0,75843051.2
"PosM1_0100","PosM1_CMP_053","C21H12N1O3","Synthetic feature 100",15.524,997.9478,900402.7,612806.1,742238.4,554723.3,888369.9,805492.9,1067032.6,684137.9,566061,784989.8,603064.2,777194.6,824948.2,958542.8,648627.4,840483.9,903505.9,1107645.8,1336818.6,1186771.4,908190.6,1030502.3,784277,983665.4,1247435.5,1571947.1,885543.5,935351.7,960323.8,1159681.4
"PosM1_0101","PosM1_CMP_061","C26H37N1O9","Synthetic feature 101",5.416,861.7787,5437520,4876284.4,6825212,6177121.6,4832634.9,4597704.7,5409100.7,4580727,3651964.6,4825838.6,6874810.9,6344609.2,4831533.3,2294436.7,4977325,2822310.9,3298674.1,2909680.4,3417127.6,3550688.6,2104719.8,2838413.2,1463016.6,0,3484457.5,3667313.2,2758238.5,1845712.8,3214880.1,3488160.9
"PosM1_0102","PosM1_CMP_069","C18H34N4O6","Synthetic feature 102",16.709,941.8447,767355.5,810419.9,635066.1,739294.1,844030.8,583963.9,1095751.1,1272781.5,937159.6,1211561,833811.5,0,723146.3,727781,1136035.9,3116566.6,1717471.9,1623501.5,1022433,1531214.6,1559113.5,1497288.4,1831906.8,1096767.8,1222331.4,1354938.3,1259080.1,1409099.7,1474170.1,1481533.5
"PosM1_0103","PosM1_CMP_021","C7H48N5O5","Synthetic feature 103",4.138,575.3737,1771237.5,2109292.9,1895665,2225207.5,2193196.3,2075402.4,1780679.5,1514495.6,1347307,2201662.1,2460933.3,2822223.2,2012636.6,2674317.9,2163446.1,1286073.3,1332670.6,853338,0,1046975.4,1219041.9,1084443.9,1572734.6,862826.8,1479306.3,1483078.5,1351415.8,1396013.9,944132.5,1361777.9
"PosM1_0104","PosM1_CMP_048","C12H40N3O6","Synthetic feature 104",13.214,749.3379,192886.5,157252.8,203903.8,120123.1,241070.6,259236.9,156892.1,286552.5,162392.4,153494.1,210040.7,159589.9,191658.9,177993.6,226176.4,208067.3,284106.3,245228.6,190862.9,275794.2,178491.3,398797.7,221484.8,218634.2,326895.2,209150.9,156967.8,160920.3,179443.6,253227.8
"PosM1_0105","PosM1_CMP_049","C30H28N2O5","Synthetic feature 105",5.374,525.5456,3608186.2,2890609.6,2094138.6,3280461.2,3667845.2,4060624.2,5039598.5,0,2976448.1,2638468.4,3853300.6,3341337.6,3137213.3,4229060.6,3406921.2,2756485.2,2855591.2,1897175,2410790.3,2013499.2,4107064.5,1993415.3,1467711.6,2588457.2,2598298,2090270.2,1520869.1,0,2342308.6,2581355.6
"PosM1_0106","PosM1_CMP_068","C14H48N1O2","Synthetic feature 106",17.863,914.2575,18056775,10383951,19526623.6,20552755.4,18937950.5,11124179.4,12529050.3,16005964.1,17401538.7,0,24502819.2,13350225.8,12322274.2,19670006.4,14274553.7,3447780,0,5373232,4035069.2,3791506.2,3644592.4,6604065.5,3368705.3,3132460.1,0,3523930.6,4548708.4,4418056.6,4758238.3,4274051.9
"PosM1_0107","PosM1_CMP_027","C19H32N2O5","Synthetic feature 107",16.271,723.5531,46354698.9,49740375.2,56754412.4,33546763.3,26141735.7,63493433.1,0,0,0,55839471.2,27762806.8,37710930.8,36809303.8,63726887.8,45160828.5,0,63293238.1,56425536.1,82434101.8,57435578,52850555.7,62952741.2,73506791,51290701.8,63763128.8,0,0,0,0,67397816.1
"PosM1_0108","PosM1_CMP_047","C7H20N4O3","Synthetic feature 108",1.94,141.7564,2079182.7,2064337.5,2340428.2,0,2095265.8,0,0,0,0,0,2377803.7,1898494.3,3576360.3,2202987,2333144.6,0,0,0,0,4283456.2,2480673.3,1850118.5,2719483.3,2704272.2,2355051,0,0,4622389.9,4997511,0
"PosM1_0109","PosM1_CMP_013","C24H40N3O5","Synthetic feature 109",10.127,469.7446,373808.8,359452.9,204431.8,324452.5,359247.8,481022.6,427547.2,369212.8,318828.4,240277,332297.2,259643.8,227862.5,398396.1,365169.6,0,113942.5,126988.5,204149.6,210727.4,136896.3,209411.8,149174.7,131755.8,161693.8,183710.2,162450.7,139741.8,161924.1,157313.2
"PosM1_0110","PosM1_CMP_002","C13H14N5O1","Synthetic feature 110",4.09,930.5295,1848004.6,1468447.1,1934324.2,2135917.3,1968209.4,0,1321568.5,2469926.3,1929691.8,1709376.7,2141858.7,1971869.4,0,2212022.8,2332668.4,2263955.8,1688791.5,1495491.6,2042300.6,1517128.7,1875573.6,2575413.3,1739110.9,1089386.5,1313281.1,1866746.8,3004056.1,1344534.9,1366752.8,2794343.1
"PosM1_0111","PosM1_CMP_017","C26H43N5O7","Synthetic feature 111",14.419,831.9137,381093.8,478972.6,351849.8,410021.9,542736.1,0,0,463809.1,0,281061.7,468622.8,0,456688.4,658217.3,455303.3,314520.3,133122.6,241354.3,0,273400.6,394483.2,357073.3,383497.8,281789.3,351740.2,205116.4,174595.9,129938.6,190914,177416.7
"PosM1_0112","PosM1_CMP_053","C13H21N1O6","Synthetic feature 112",13.244,465.1109,973410.5,711840.8,820105.6,1123031.4,839525.7,1009227.8,0,821734.7,984084,875229.3,609644.7,1120701.4,887427.8,954021.2,861910.6,916365.9,1521317.1,1816552.9,1254568.4,1745109.2,1805468.9,1541030.1,1017767.3,0,1246316.1,1488288,878116.1,1842917.7,0,1117586.6
"PosM1_0113","PosM1_CMP_048","C22H14N0O5","Synthetic feature 113",14.076,936.5842,3448819.1,6845921.1,0,5313754.1,5758737,4711837.8,4337233.8,7554936.4,5928408.4,4952401.8,5744362.1,5748216.6,6217312.1,4439604.2,5774258.8,6337716.3,4837614.5,6680761.3,7737060.5,7970253.8,8581585,9692330.2,8829463.2,8450479,9216959.6,7112686.7,6258509.8,7509057.5,6382700.9,7294138.4
"PosM1_0114","PosM1_CMP_064","C10H28N0O7","Synthetic feature 114",8.529,359.8062,1335646.6,3243493.2,1879128,2559927.5,2213741.3,0,1946614.2,0,1732663,1063580.7,1875253.2,1559927,1501882.2,2011324.6,953450.7,0,0,0,0,3322049.1,3196693.4,3631377.1,0,0,3656580.4,0,0,0,3611543.9,4619647.8
"PosM1_0115","PosM1_CMP_052","C25H38N3O5","Synthetic feature 115",8.019,157.7517,1454856.7,1121535.3,656247.3,1273167.4,1108229.4,0,0,1184669.4,1098714.1,0,940991.2,814698.3,1149159.5,1419518.1,838700.5,1259297.8,1118217.6,1580894.8,0,1028170.5,1298752.9,1184957.7,1062136.1,2227400.3,1131511.8,0,0,0,0,828835.9
"PosM1_0116","PosM1_CMP_018","C19H48N2O2","Synthetic feature 116",7.261,269.7123,1430922.5,1354224.4,2260216.5,2245162.1,1872224.5,1446850.6,0,0,1115444,2584487.3,1370524,1110807.3,1505664.2,2045669.9,1546362.5,0,0,0,0,0,649648.4,1160417.1,824244.3,616421.3,504491.3,0,582204.5,0,0,491987.9
"PosM1_0117","PosM1_CMP_004","C19H32N0O5","Synthetic feature 117",14.179,604.7209,2230155.3,1854749,1356190.9,1473001.3,0,1716438.1,2535844.6,0,0,1453641.2,1418323.9,1314132,1826138.3,1578021,0,1359195.2,1261940,0,0,1144506.4,1285205.4,1285176.8,1343656.8,1859123.4,1067264.8,1621447.5,1361965.6,1395646.7,1074654.5,1286576.8
"PosM1_0118","PosM1_CMP_075","C7H16N2O2","Synthetic feature 118",6.88,363.9363,37968.3,26770.1,40242,36687.1,38137.3,36005.4,33043.7,29448.5,22411.7,20122.4,50848.9,38212.7,39225.1,46121.7,28787.5,21211.7,18210.8,13011.1,13585.1,15217.4,14246.5,19361.1,11591.7,20446.5,20009.1,18382.9,15412.5,31872.8,13076.1,14846.4
"PosM1_0119","PosM1_CMP_055","C20H48N3O4","Synthetic feature 119",6.809,643.3067,3521357.6,3567893.5,3265018.4,3183058.1,3889922.3,3789791.7,4634127.3,0,3471653.7,3955780,3093274.1,3028588.5,3919283.9,3355827,3478891.6,3003297.6,2858365.7,3628304.3,2671668.9,2639912.1,3673235.8,2435561.7,3810049,2121570.4,3328885.8,5196242.9,2531399.7,0,1972540.9,3070534.9
"PosM1_0120","PosM1_CMP_024","C10H40N2O3","Synthetic feature 120",11.514,930.1274,401892,467138.7,399153.7,548407.8,468958.6,570308.5,320635,417620.4,335423.7,376293.2,375077,348461.8,374390.2,554999.3,395019.1,232541.4,291987.2,256936.5,215309.9,221519.6,279734.3,0,295654.1,233448.1,207721.6,343238.3,284941.3,233370.6,286102.6,256894.8
"PosM1_0121","PosM1_CMP_010","C7H31N2O9","Synthetic feature 121",10.081,809.5139,1930133.5,2265518.4,1994650.3,1445198.5,2863288.5,3129607.6,4945481.4,5910993.3,9057666.7,3747007.5,1753620.7,1334704.1,2156139.1,2424349.1,2007410.2,3959784.2,3167952.9,3937866.7,4135024.7,4714647.7,1887376.4,0,1992464.7,1886877.6,2128302.2,4412204.5,4897368.6,5606892.2,6316904.1,6265537.9
"PosM1_0122","PosM1_CMP_034","C11H26N0O1","Synthetic feature 122",1.579,829.772,6560617.3,6333071.1,8119748.4,6812996.3,5321944.9,7036572.5,8566499.1,6914636.8,7935708.9,9316581.6,9730057.4,9880835.9,7642768.7,8911440.3,9115212.3,2672080.2,2989792,3364792.7,2918219.3,3548765.3,5999121.3,2746189.6,3406728.2,3862482.5,4431199.8,2503179.4,4339319.3,4263665.8,3853816.1,4141380.9
"PosM1_0123","PosM1_CMP_044","C29H11N4O6","Synthetic feature 123",4.026,764.5436,1485759.1,1051613.7,856540.2,0,1035931.6,1403500.6,1125216,0,1126691.9,1229747.2,1616717.3,1919124.7,1130316.3,0,1101143.5,1004468.3,1096412.3,1146107.2,0,1243928.1,1284164.7,1027218.2,1003667.6,924256.5,1273803.8,1138558.9,966263.7,833838.9,1167693.2,1107821.5
"PosM1_0124","PosM1_CMP_013","C10H11N4O2","Synthetic feature 124",16.4,702.995,999765,1127850.2,621991.9,865770.9,1190297.9,698198.6,0,512275.9,400248.6,367803.9,1145193.5,1073511.8,0,1093496,1445696.4,0,301522,260940.2,242376.3,405918.4,501258.3,0,580069.6,0,430033.4,0,212515.4,228150.8,0,278988.1
"PosM1_0125","PosM1_CMP_069","C12H34N0O7","Synthetic feature 125",1.304,364.4447,2375330.4,3464214.1,1593183.2,2977439.7,3313574.6,3388557.4,3576678.7,0,2783996.2,2823615,2406258.1,2259291.1,2004523.7,2235931.7,3433776.4,5839980.9,3585604.3,6251719,6482988,6156353.8,5141828.1,5662926.5,4718349.5,3691588.3,6159229.8,6206092.6,5514077.7,5921786.3,5021434.7,4871365
"PosM1_0126","PosM1_CMP_026","C24H28N4O2","Synthetic feature 126",4.799,996.4937,548120.7,520231.8,768466.4,588123.9,0,552393.2,460308.1,334317.5,612193.5,397925.6,704988.7,575137.7,375095.8,570006.3,482768.4,715212,0,1097125.3,826322.7,695951.4,879838.2,1502406.7,734418.3,890196.3,1104337.3,582959.7,1052536,838120.6,844511.9,1093752.1
"PosM1_0127","PosM1_CMP_010","C18H27N1O2","Synthetic feature 127",9.419,457.7136,3690166.5,2467674.7,2785403.3,1695441.1,2147875.7,2446179.5,2791477.8,3951362.5,3772933.4,2772575.1,2332148.7,3887012.8,3323333.5,3918357.6,3099978.2,2890422.5,2315580,0,0,1759341.4,3050368.3,2012280.6,3105896.4,2544719,3458400.7,2572755.1,2794803.5,2653174.6,2653899.7,1934383
"PosM1_0128","PosM1_CMP_066","C24H39N5O7","Synthetic feature 128",13.492,922.0297,607372,444273,482495,441413.4,517220.2,1202249.3,0,1266986.4,0,0,444134.9,565339.9,498460,670014.1,601632.1,922213,0,0,1217258.5,876155.3,596333.1,516969.5,405277.1,487805.3,448148.7,0,0,1176005.2,1354753.3,1085019.8
"PosM1_0129","PosM1_CMP_060","C11H47N0O4","Synthetic feature 129",11.251,421.0221,2864669.4,5156075.2,4978449.6,3380027.9,2347468,4821995.3,4954580.6,0,4205976.3,3780607.3,0,4623356,4879125.3,4766704.8,3511433.4,4519242.9,6533537.4,5561686.3,4812494.1,5404315.9,5255599.4,6471249.9,7043044.4,5352696,8920519.7,8280558.7,6202846.4,5893860.1,4302287.7,9574030.1
"PosM1_0130","PosM1_CMP_027","C15H36N4O8","Synthetic feature 130",3.507,305.3084,225763.1,338676.9,189857.1,188983.7,238646.6,251776,189633.9,206592.4,250027.6,202528.4,325578.3,330306.9,212784,245656.5,234338.5,248387.7,191229.4,188384.7,117966.4,214419.3,233148,140438.8,239420.5,199931.7,158792.1,160976.2,188754.6,195607.4,164706.7,224443.5
"PosM1_0131","PosM1_CMP_042","C14H16N4O9","Synthetic feature 131",6.841,408.4076,0,247862.7,283171.8,170554.2,186322.8,225503.3,205580.1,0,238975.3,256291,231251,228003.3,239785.5,307132.6,289486.3,95650.9,87888.8,97070.3,77025.4,62596.4,83360.7,96206,64152.4,63956.5,112233.9,114413.2,107639.7,57061.2,82918.5,64341
"PosM1_0132","PosM1_CMP_072","C23H23N2O2","Synthetic feature 132",3.976,574.9023,1070677.6,961076.2,530316.8,745189.7,896512,764654.6,634462.8,1037352.9,609876.5,714173.4,592310.4,719426.8,722987,749027.2,799034.5,2098130.5,1336657.6,1974721,1691133.7,1556750.6,2345189.2,2583411.5,1420778.5,1643855.8,1958765.2,1268998.2,1322470.7,1841360.1,1666256.3,1498092.5
"PosM1_0133","PosM1_CMP_008","C20H7N1O6","Synthetic feature 133",1.173,956.0799,2263190.9,2423347.1,3759252.1,3925735.7,4012782.9,3215503.7,3013133.5,1503439.9,1884116.7,3509462.5,2406419.7,3324205.4,2772959.3,2573422.7,2086411.5,1198172,1086735.3,1812795.9,1246443.3,1284019.1,0,1507074.3,1641966.3,1511816.3,1480355,1364773.5,784096.6,1172871.4,1241047.5,1577063.1
"PosM1_0134","PosM1_CMP_008","C7H32N1O6","Synthetic feature 134",14.285,169.3774,2104365.4,1965427.4,2779303.2,3115361.9,2120423.8,1770618.9,4927861.7,1680378.3,2171378.1,1990958.1,1742215,1969870.4,1761384,3094873,2036317.9,2312069.1,2524862.5,1228574.9,2270692.7,1402628,2124832,2435086.9,0,2071190.8,0,1760108.8,2586779.7,1466461.7,1648674.8,2145139.1
"PosM1_0135","PosM1_CMP_012","C26H8N3O3","Synthetic feature 135",3.418,267.9746,179164.6,219721.9,194128,232933.4,151228.1,325107.4,172676.5,199518.4,158739.8,299468,167755.8,194068.3,207964.8,222069.9,164520.7,0,81630.9,79393.9,74893.7,113151.1,98347.1,131036.4,77490.9,91408.2,128942.4,122311.8,84304.9,101627.1,120739.7,104468.9
"PosM1_0136","PosM1_CMP_075","C30H48N4O6","Synthetic feature 136",7.376,311.6265,573771.7,349426.8,372824.1,226627.5,429051.8,279665.9,517199.7,290973.9,399143.5,450429.3,0,439146,450155.8,601092,538377.6,669769.3,1132487.4,1425015,1178418.6,1093695.6,1232332.2,1023497.6,1213481.5,1041658.4,1534330.1,1665910,1526576.8,1590113,1177177.4,1425420.1
"PosM1_0137","PosM1_CMP_056","C25H7N4O3","Synthetic feature 137",2.059,610.1988,0,1322095.7,1354347.1,1105696.3,0,0,1047957,865428.8,1029962.5,1798506,0,1734066.6,2171294.1,1030649.1,0,896724.4,932965.4,0,872270.3,1771550.3,0,1046492,1026265.4,0,687130.3,781852,0,888102.6,704102,770161.9
"PosM1_0138","PosM1_CMP_077","C26H43N3O9","Synthetic feature 138",4.956,838.9745,624389.3,598846.4,689177.7,688483.2,339289.6,0,0,566538.4,0,613069.5,498941.5,561435.6,412874.6,0,571778.5,0,1015394.3,1083777.3,0,0,1187851,689461.6,950328,778033.7,628725,684282.5,801731,0,0,994295.6
"PosM1_0139","PosM1_CMP_065","C14H37N5O9","Synthetic feature 139",8.328,473.1423,783659.9,1112862.9,1360740,891841,1339597.8,1320017.2,1461835.8,1565252.9,1428499.7,1282047.2,1202806.1,1323782.5,1910987.8,1054406,0,1509686.5,900883.1,979985.4,1511861.6,928932.9,1335894.8,966029.6,969491.6,1642926.8,1538100.9,729028.3,1994888.5,1365749.2,1085097.1,660662.1
"PosM1_0140","PosM1_CMP_019","C15H13N2O4","Synthetic feature 140",4.289,295.5128,2347793,2699125.6,2355823.4,2389012.3,3101801.3,1971865.4,0,0,0,0,1852285.1,2426182.1,2479012.3,2236047.7,1998503.2,0,0,1169560.4,0,0,1368068.5,1487511.1,1334312.1,2018422.7,1460409.7,0,0,0,1205746.4,0
"PosM1_0141","PosM1_CMP_006","C7H44N3O1","Synthetic feature 141",0.668,989.778,1014035,723692.5,836963.3,843899.6,640783.4,0,0,0,964815.5,1027277,874756.1,789108,834469.7,737242.4,733357.9,0,2142813.4,0,0,0,0,1171874,1350828.1,1907069.2,1191968.3,0,0,0,1896392.2,2445651.2
"PosM1_0142","PosM1_CMP_015","C27H15N4O4","Synthetic feature 142",11.451,293.0397,968041.9,0,1042340.7,858477.5,979880.2,710477.6,793610.6,983539.8,665463.1,971050.6,714517.7,1090071.6,776228.6,749592.8,0,2582493.5,2373733.4,3129856.2,2201323.9,2642186.1,2124619.7,2380224.2,2579607.3,2811111.3,3008059.5,2118106.7,2485308,2423675.2,2271822.4,2389682.2
