"Precursor.Id","Protein.Group","Genes","Proteotypic","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Frac2_PEP0078_2","SYN0034","GENE0034",1,1585722.3,933016.4,1314243.8,1556083.4,1476655.1,1280734.3,1684611,1570552.1,1816097.5,1500853,1228306.1,1208139.5,1043308.5,1837109.1,1155416.6,2598114.8,2188885.7,1833704.4,NA,1712998.2,1854582,2257637.5,2878332.2,1766597.3,2068022.3,1641111.5,1933491.2,2041017.4,2634042,1537391.7
"Frac2_PEP0079_2","SYN0017","GENE0017",0,9417724.6,7603885.6,10550124.3,12721883.6,8040327.9,9722144.7,9470811.6,7639979,11175480.9,17009794.6,11879629.1,10378179.2,9957247.2,7872037.3,7902834.2,7669086.9,NA,6821950.6,9453231.5,5864994.1,5888342.4,6036967,7900748.8,8490321.3,7918124.7,9996347.8,5429603.8,12681858.9,8429575,9468402.9
"Frac2_PEP0080_2","SYN0115","GENE0115",1,12544670.4,10409331.9,10516780.1,NA,10204273,11327599.2,NA,5493778.4,NA,8703292,8948116.3,10025650.3,5611926.8,9150818.7,8573769.2,NA,NA,NA,NA,NA,9725974.4,7521459.2,12137018.5,10168073.7,10365881.4,NA,NA,NA,7088610.7,NA
"Frac2_PEP0081_2","SYN0067","GENE0067",1,1203356.3,NA,2024100.6,1968815.9,1268468.7,2047478,1359446.2,1102853,1290278.8,1266583.4,1193184,1456082.6,1012565,1393162.3,1731629.1,667870.9,522002.7,808604.2,571080.4,794544.8,688842.2,449878,562568.1,522747.9,480801.5,459760.1,553505.7,948200.8,541686.2,435478.9
"Frac2_PEP0082_2","SYN0062","GENE0062",0,368376.6,NA,309316.3,260441.4,314112.9,243440.4,194049.5,469145.7,382865.7,284886.2,346437.3,NA,191961.4,263906.9,444699.6,218272.6,NA,166357.1,275753.4,300911.6,NA,NA,247591.3,186331,308872.3,NA,375277.5,NA,NA,239218.3
"Frac2_PEP0083_2","SYN0078","GENE0078",1,453743,356145.7,447721,631765.7,402159.9,633434.6,449207.6,558601.8,379980.6,430753.7,687821.2,374042.7,419757.4,471076.6,313759.6,626539.8,505099.2,615814,523169.4,718572.8,685433.9,750265.7,588592.8,1191287.8,579328.5,607997.6,781359.8,502277,391811.6,475246.6
"Frac2_PEP0084_2","SYN0009","GENE0009",0,394755.6,332118.2,305603.3,415864.2,336357,NA,371324.2,397724.3,NA,NA,347172.1,319777,356754.9,357729.8,229481.6,NA,NA,265642.6,215593.8,NA,332069.4,226256.8,293518.6,277244,247853.6,169478.2,224727.4,NA,NA,176683.9
"Frac2_PEP0085_2","SYN0032","GENE0032",0,2834143.1,3316067.9,2968482.1,1854764.2,4641662.9,2421569.8,2733698.8,3517283.8,2539088.8,4563602.2,2718013.2,3754352.8,2494073.1,3058905.4,4470853.8,2106382.9,3601253.1,2405337.6,3989903.8,2919383.1,3039759.7,2033946.1,1911873.5,3632857.4,2044758.3,3071226.7,4529523.4,3339701.2,2527935,NA
"Frac2_PEP0086_2","SYN0115","GENE0115",0,1043924.1,1306024,1792624.5,760452.9,1616064.7,820308.4,1180153.7,2032143.1,1758245.8,968962.8,797039.3,1483895,1174567.6,820496.2,1949963,1605964,2170161.9,980189.3,2150071.6,1907358.8,1927071.5,2641770.4,2487626.4,1437032.6,1953308,2320465.9,1824768.5,2547112.7,2173299.2,1834111.8
"Frac2_PEP0087_2","SYN0007","GENE0007",1,115057.7,154721.1,112772.7,147818.1,185577.9,83520.4,140859.8,108334.3,119732.7,137406.3,125434,144218.4,220693.2,150187.5,NA,99349,106101,147144.8,129349.7,144432.4,NA,221080.7,135222.2,111712.8,175875.3,124001.3,223975.8,202139.9,151576.7,181692.6
"Frac2_PEP0088_2","SYN0052","GENE0052",0,37258926.8,56687950.1,38336446.9,42228418.1,36315453.6,NA,NA,NA,79886792.2,NA,50279095.3,48156268.7,39393117.5,33231711.5,40912407.4,NA,NA,NA,435285708.4,NA,124374211.5,144572444.6,115488050.8,118790205.8,149497083.1,NA,365164040.9,NA,NA,NA
"Frac2_PEP0089_2","SYN0081","GENE0081",0,NA,1717342.9,1476754.7,NA,1542423.5,NA,2720496.5,NA,NA,NA,1856754.9,2279087.4,1945095.3,2474980.4,1657126.4,NA,NA,NA,NA,NA,1039377.9,1519670.9,983645.3,1263077.8,NA,NA,NA,NA,NA,NA
"Frac2_PEP0090_2","SYN0019","GENE0019",1,1089174.6,1533678.8,1118272.6,1406714.7,1353305.9,1722413.5,1311196.6,1880684.5,1175383.2,1657844,1267566.2,1138710.2,1293429.1,1234067.7,2162038.9,530834.5,549804.3,432864.5,471625.8,439930.4,363019,466591.6,289199.2,357500,374411.7,419803.4,NA,285273.2,285558.9,456425.9
"Frac2_PEP0091_2","SYN0110","GENE0110",0,3533853.2,2579332.1,4439896,2025491.2,2656829.4,NA,NA,NA,NA,NA,2036494.1,1745382.4,2741349.2,3023153.7,2842364,2737588.4,NA,3668412.8,NA,3633751.2,2133372.9,2710370.1,4278219.1,2393849.5,2335154.4,3257966.7,NA,NA,2106730.8,NA
"Frac2_PEP0092_2","SYN0078","GENE0078",1,1228224.9,628888.5,1142864,915489.4,826088.1,789896.1,793946,939131.8,909262.1,982682.6,1268178,1268196.7,926984.5,1129741.4,NA,1749947.6,713462.8,989523,1051868.1,1533449,1412510.1,1327793.4,1425478.6,789536.4,1248728.3,860689,729222.3,1122917,NA,883305.5
"Frac2_PEP0093_2","SYN0042","GENE0042",1,5559916.6,8030558.1,6415753.2,6747867.3,5550257.3,6136565,8071819.2,8203558.2,8383941.6,3931244.5,9591160.3,8543172.6,6174124.2,9473221.2,6962708.7,11048344.6,6457958.4,10379218.8,10044660.4,7392816.8,10334545.2,6802791.9,9577960.3,7386811.4,10316899.5,6174573,6506895.2,6765466.6,7057650.9,8975361.8
"Frac2_PEP0094_2","SYN0018","GENE0018",0,259328.4,134887.3,NA,166520.7,153750.7,NA,NA,NA,NA,157565.1,181980.7,249545.8,290392.6,226615.3,245097.4,NA,47518.5,NA,NA,60849.2,70148.1,44061,68893,56969.5,48079.6,NA,62365,65117.9,NA,96381.8
"Frac2_PEP0095_2","SYN0128","GENE0128",1,1127004,659973.3,1141591.6,1355622.9,947746.3,781183.5,766547.7,673924.4,917537.7,990963.7,982108,1409129.5,723926.5,1089362.5,626378,1107636.3,1184987.1,1212625.9,1201364,1010304.2,1498299.4,926429.3,1106139.9,972470.4,782642.9,802481.1,1124129.2,909086,768560.4,635100.7
"Frac2_PEP0096_2","SYN0126","GENE0126",1,13035809.9,11826581.8,NA,12943381.3,11846869.5,23852908.9,16785777.8,25542193.4,26275148.1,11297382.4,14792993.4,8354522,13640926.1,NA,12894454.1,39651197.3,NA,49818104.8,NA,NA,23171446.3,27457919.4,30310097.5,17460846.3,19742092.8,46752937.6,54511799.6,30752562.3,NA,33310615
"Frac2_PEP0097_2","SYN0086","GENE0086",1,605455.1,1012972.3,772890.1,642662.9,706248.8,639951.8,666201.1,632671,614728.3,959770.7,511578.7,716075.3,454267.9,570312.9,549156.8,1016291.1,1183805.7,836046.2,618384.8,871447,1416309,515271.7,591895.1,1115590.7,592032.2,1074824.3,828323,1185566.4,796019,1173375.3
"Frac2_PEP0098_2","SYN0129","GENE0129",0,3045555.9,3931914.3,4182527.5,4064206.6,3128095.4,3006990.7,3355932.3,3049345.8,NA,3169250.9,2949998,4329058.9,4640591.4,4210446.7,4091195,4894749,5637091.5,4891982.5,4243146.9,7334949.2,3740764,4036418.9,6203571.1,3945596.5,3436171.5,4341952.5,3176029.4,5010768.9,NA,5498158.5
"Frac2_PEP0099_2","SYN0057","GENE0057",1,4150290.7,2998829.1,5057810.4,3355217.7,4818032.9,NA,NA,6220695.8,4163717.6,NA,3625126.4,4210143.1,3219361.9,5348325.4,5491638.6,NA,NA,4944859.2,NA,NA,4944020.3,4313714.7,7040595.5,6927778.8,9697362.5,NA,5512308.7,3721719,3285408,NA
"Frac2_PEP0100_2","SYN0026","GENE0026",0,298703.7,216040.9,293977.8,293601.3,519027.8,369595.5,354123.6,307196.2,326203.2,191553.9,356938.3,237519.3,339990.5,369511.2,267372.9,554414.1,540502.3,460994.3,289906.2,462669.1,508784.8,391767.9,578998.1,512646.6,469249.8,593253.6,466048.9,423571,442060.3,460798.5
"Frac2_PEP0101_2","SYN0018","GENE0018",0,1258460,1106214.3,568203.5,1088882.7,1454783.8,1086796,NA,NA,962165.9,NA,1459229.5,1152292,1168240.3,889236.9,1317868.1,NA,896612.7,NA,NA,875760.7,735161.3,1065291.7,1075175.2,920813.1,570964.9,596627.3,NA,NA,786302.1,NA
"Frac2_PEP0102_2","SYN0035","GENE0035",1,275791.5,351033,210807.9,274770.2,269044.9,256363.9,243764.1,230316.2,321892.7,370372,262857.1,159670.1,182864.9,306348.3,157622.4,NA,95924.1,132105.5,90410.5,101735.7,90993.5,NA,85551.2,44724.8,123708.5,89002.2,99036.1,71664.4,61672.4,83849
"Frac2_PEP0103_2","SYN0080","GENE0080",0,1267957.8,1441187.9,1840844.5,984568,1309426.2,1302961.5,1221635.3,2982438.2,1557370,1743927.2,2728437.5,1481953.7,1480580.6,2715117.8,1737909.9,1075300.8,1030514.3,1791601.8,889801.8,1327191.2,1174172.2,1162048.5,1075140.1,1362178.2,1111624.7,1321268.5,991443.6,975704.1,702076.1,1016302.8
"Frac2_PEP0104_2","SYN0074","GENE0074",1,731296.4,572041.2,NA,544189.9,712284.5,639849.6,346086.9,381227,450541.5,783352.3,545064.3,765923.1,357564.4,721631.7,484970.3,915441.3,833976.8,860746.1,1154256.5,1076810.4,1012250.3,801489.8,1077329.7,1238708.8,1084777.6,864021.6,1064537.2,NA,1060078.9,1401577.8
"Frac2_PEP0105_2","SYN0064","GENE0064",0,998077.1,NA,581602.4,538435.7,737368.5,NA,NA,NA,NA,603331.4,484350.1,NA,721066.7,608890.3,664574.5,357612.3,NA,NA,496316.7,NA,481293,346592.7,464046.6,334558.4,NA,375092.2,NA,NA,621912,650401.8
"Frac2_PEP0106_2","SYN0036","GENE0036",0,2598634.6,1978496.7,2184151.6,1394645.7,2596716,2421404.3,2233654.7,2280195.1,2463828.3,2637145.5,1850616.4,3043266.6,3089131.7,2582083.6,2666205.7,844580.5,989672.5,1441636,1260040.6,1096403.1,907671.6,978535.7,1078864.6,1044501,1085422,NA,1167757.2,1430403.3,975018.7,NA
"Frac2_PEP0107_2","SYN0104","GENE0104",1,159428.8,125627.7,90478.9,185761,125807.9,83235.6,65781.8,84016.9,43555.3,68713.1,190357.8,153858.6,152192.2,160665.6,NA,159189.2,157534,146201.9,207471.6,222020.8,226452.3,392102.4,393157.1,383231.5,374973.1,206995.2,144213.4,131943.2,312940.8,203582.1
"Frac2_PEP0108_2","SYN0013","GENE0013",0,2382795.6,2522189.1,2795090.2,2255440.7,2478591.8,2788601.3,1841011.4,1974684.4,2639761.4,2212338.4,2418752.5,NA,2112138.2,1481340.8,1891481.8,2376478.4,2021053.7,3064361.6,2821086.9,NA,3033796.9,3574093.5,4606481.6,3383733.9,NA,3951558.7,2777705.5,2238258.8,NA,2890720.6
"Frac2_PEP0109_2","SYN0116","GENE0116",0,4732597.1,2998719.2,3360820.5,4388780.4,2997188.9,4939968.5,2993174.6,2891249.7,5482857.9,3984007.2,4730130.2,3410641.2,4070406.4,4923696.8,3363967.8,3257580.7,4587638.3,4720141.6,3229801.6,2967033.1,4726238.9,5051655.8,4872508.8,3399756.3,3567247.6,5874922.6,4405295.1,3131068.6,3881194.8,5571591.9
"Frac2_PEP0110_2","SYN0046","GENE0046",0,91529.4,129749.3,115263.4,77498.8,127010.6,67198.1,NA,NA,NA,NA,89878.1,80734.7,60542.2,103065.1,80461.1,NA,NA,NA,NA,115617.5,71684.4,65117,144596.4,137566.3,139908.1,NA,101545.5,NA,NA,114282.2
"Frac2_PEP0111_2","SYN0100","GENE0100",0,499091.6,401614.2,516854.5,741372.2,466057.4,434091.9,606442.9,477129.8,441672,823486.3,NA,540474.3,647806.1,290516.6,402999.5,773062.1,631756.9,722212.4,894069.2,1211332.7,783874.4,1043609.2,683103.6,1050284,593199.5,633722.9,595768.7,905020.2,846863.3,896310.7
"Frac2_PEP0112_2","SYN0087","GENE0087",0,NA,11107936.1,12707005.7,NA,9687717,4248198,6236527.8,NA,8748217.9,6896581.9,6379823.6,NA,7700690.8,7365590.9,7194323.8,NA,NA,11626003.2,13633885.1,19257175.4,14454545.2,11011514.6,12985730.8,13683364.2,NA,NA,NA,15251852.2,17413924.3,13395129.5
"Frac2_PEP0113_2","SYN0006","GENE0006",1,4456164.1,4241575.1,3979118,5714849.4,4186559.5,NA,NA,NA,NA,NA,3312713.3,2610354.9,5579492.1,4554524.8,6108619.4,NA,NA,NA,NA,NA,2014859.8,2562812.3,1875415.6,2784101,1975049,395159.1,NA,NA,NA,NA
"Frac2_PEP0114_2","SYN0088","GENE0088",0,1617125.9,NA,2748328.2,1662236.2,2259230.1,2092516.2,1629511.9,1825049.4,1929651.1,1280589.4,1769428.9,1970239.1,1197130.1,2262779.6,1573242.6,2524503.3,3210213.8,3010341,3251901.8,3271681.7,3756051.1,3901987.7,4363572.7,3426478.4,4673434.7,4475271.3,2190779.2,3741967.6,3023274.5,3339189.8
"Frac2_PEP0115_2","SYN0097","GENE0097",1,1500348.2,1380021.9,1448374.2,1586364.9,1119798.3,982942.6,NA,1183174,NA,1305746.3,NA,1279794.4,1550325.8,1535601.4,NA,NA,857692.1,NA,786753.5,1104539.4,850555.5,NA,565884.6,NA,NA,NA,1286743.8,NA,NA,688485.6
"Frac2_PEP0116_2","SYN0030","GENE0030",1,6568245.3,10267139.1,6240585.2,7105730,8862249.2,8158985.8,6055559.3,8225874.9,6663322.1,5539942.1,7293724.7,11701606.3,10250239.7,4838573,9097475.1,13683211.8,35639906.9,21214245.1,28271431.2,24191885.9,28891657.2,21035717.5,30841721.7,15062095.8,34378652.6,22077954.8,24731836.2,24780011.3,18282468.8,21843897
"Frac2_PEP0117_2","SYN0110","GENE0110",0,1790563.2,1394066,1238292.5,1210118.5,1443885.8,1377219.4,943921.6,871241.5,1646257.5,1372825.3,1578140.2,1462694.1,1055856.5,1032487.6,1759351.7,792382.4,1865724.4,1507824.6,1154149.5,1314269.2,1614589.4,1757817.8,1008539,978204.8,1154101.3,1270917.4,1017636.4,1243819.4,1145690.4,881667.5
"Frac2_PEP0118_2","SYN0042","GENE0042",0,1477155.1,1833484.9,1476809.4,1216146.6,1287822.7,NA,1156604.6,NA,1415050.5,1629482.1,1161863,NA,1441453.5,1600596.4,1842145.8,2594368.9,1427790.1,1374195.1,1819580,1811042.3,1571929,1825816.4,2269001.9,1002748.7,2257340.9,1201266.4,2113882.5,1820733.1,2381501.4,1980056.4
"Frac2_PEP0119_2","SYN0111","GENE0111",1,393821.7,361045.7,NA,323013.7,263281.4,835713.9,659836.6,980864.1,312211.8,608673.7,362940.2,542957.1,183132.7,473418.4,290360.2,791704.6,868575.5,690877.5,965635.9,664071,NA,337953.3,303220.6,274593.2,378871.5,922197.7,661522.6,807033.6,689492,481235.1
"Frac2_PEP0120_2","SYN0002","GENE0002",0,6221736.7,9300115.8,5912408.8,NA,7334838.2,4510521.1,3850113.4,3043691.2,3240696.8,3624427.1,11551362.6,6628565.2,9423887.5,5091245.7,7183028.7,6225115.4,4431421.8,6269809.2,7681846.6,10669311.4,NA,18876300,17011550.2,17794463.2,15810074.2,7678508.4,4485365.9,11483773.3,9150646.3,8177053.2
"Frac2_PEP0121_2","SYN0087","GENE0087",1,1936666.8,1741572.3,2616727.8,1577514.5,1523974.5,2968046,1863833.4,NA,NA,1521604.1,1248720,1736928.8,NA,2061932.2,1390345.7,NA,1312544.3,NA,NA,1501808.7,NA,1916486.2,1143598.6,1079319,1218054.4,NA,NA,951550.1,NA,NA
"Frac2_PEP0122_2","SYN0028","GENE0028",1,3224780,3265197.9,6652009.1,3621959.6,2991215.6,3635772.8,3594310.2,4531575.4,5209351.2,5579471.6,3114112.4,2876841.6,4327914.5,3799973,3394318.3,3226029.4,6410349.7,3719840.4,3695694.6,4949642.5,3039229.8,3202749.2,3394946.3,3134006.6,5418471,4732856.9,3533692.2,5682620.4,6354658.7,3047891
"Frac2_PEP0123_2","SYN0013","GENE0013",1,NA,131052.4,68268.9,113962.2,71236.7,89477.7,55674.5,68768,78849.6,96286.5,74420.2,99801.4,128661.9,83233.8,172198,71844.8,48660.8,68808.3,85276.1,56518.5,45566,52367.5,71468.1,72869.3,61383.7,77821.5,NA,51868.1,65864.9,48321
"Frac2_PEP0124_2","SYN0096","GENE0096",1,4594359,4226641.3,1936929.5,NA,3530782.9,1640584.6,1293929.7,1496266.3,NA,2191437.5,3702189.6,3330425.3,3095874.3,2125893.6,2644272.7,NA,NA,NA,NA,NA,514707.1,239199.4,296619.7,258227.8,460689.3,NA,NA,195630,NA,NA
"Frac2_PEP0125_2","SYN0035","GENE0035",1,556339,441429.6,295861,352130.4,588157.7,274389.9,618501.2,612807.4,394042.2,591083.5,284040.4,460136.8,425328.9,362514.4,393320.7,521159.5,579969.1,495009.7,911429.9,619716.2,NA,374159.4,465400.2,871012.5,456005.7,620855.9,557110.7,641527.9,284219.3,624348.4
"Frac2_PEP0126_2","SYN0084","GENE0084",0,948271.6,611637.5,776407.1,1190060.6,703805.3,541881.8,510031.3,747368.8,639915.2,1109734.1,525570.5,969461.5,812508.9,584275.6,681380,421265.1,506004.1,415242.3,453378.2,512183.2,460093.7,471689.1,715987.3,496021.8,446203,432400.7,596299.4,572358.9,571802.2,416010.8
"Frac2_PEP0127_2","SYN0124","GENE0124",0,613411.6,714094.5,566553.7,444047.4,700850.8,842296.9,1813094.1,1184569.8,1841623.8,1231685.1,603155.6,716459.3,569098.3,666725.4,540865.8,1988702.3,1129070.9,1568476,1641336.2,1734404.7,540404.2,748269.4,789930.1,771112.7,539981.9,1411728.2,1558641.3,1852095.2,1917692.9,1242234.2
"Frac2_PEP0128_2","SYN0101","GENE0101",0,90533.4,142592.3,176286.6,168729.9,190034.4,110737.1,66337.7,80253.5,66171.6,111022.6,189791.1,130086.1,138986.4,140028.5,232459.6,131083.6,160924.5,131099.4,121127.1,201938.1,234115.5,222860.6,119094.9,227739.9,191792.2,141982.6,130083.2,109647.4,211044.1,146883.7
"Frac2_PEP0129_2","SYN0105","GENE0105",0,17461373.5,13229255.1,22009759,NA,33802337.8,NA,NA,NA,24210528.1,NA,11562699.1,19924780.5,13141089.3,23633300.1,13678073.7,NA,NA,93580628.9,NA,NA,NA,54947454.3,NA,57126404.7,47897463.2,NA,NA,47742958.6,65693472.4,NA
"Frac2_PEP0130_2","SYN0073","GENE0073",1,1166071.4,1285494.7,2241119,2374497.9,1677077.9,1797668.8,1188486.2,2063474.3,1638732.9,1459194.3,2337460.9,1816532.1,1621389.5,1426475.6,1416034.2,2756268.8,1895462.4,2311920.4,1839432.4,NA,2284024.3,2182937.7,1502915.9,1149811.8,2847446.8,2392212.7,2964986.9,2982531,2551985.4,1727693.7
"Frac2_PEP0131_2","SYN0031","GENE0031",0,4570591.2,2505956.5,4517956,5211066,2897211.5,NA,NA,3077064,NA,NA,4388905.1,3150808.1,2212331.7,3337704.6,3602657.5,NA,NA,3752521.3,4181670.1,7239101.3,4187309.5,3718843.9,NA,4730865.7,4422480.2,NA,3327535.9,NA,NA,5814209.5
"Frac2_PEP0132_2","SYN0019","GENE0019",0,2690460.3,3127455.8,4024566.7,3009940.2,4018905.6,3374795.1,3351747.3,NA,NA,NA,4417455.1,2757906.9,3599240.2,4868624.7,3019838,NA,NA,12542694.6,NA,NA,8034022.1,5369633.2,7751632.6,9938562.8,12301193.2,NA,10395805.9,10333889.3,NA,NA
"Frac2_PEP0133_2","SYN0115","GENE0115",0,297828.1,345072.7,309264.8,266109.6,188092.2,293628.3,237547.8,426749.3,247903.9,215852.5,330263.5,223548.8,160106.8,230048.6,NA,76412.3,59350.7,81453.1,189310.2,133151,101889.5,78817.3,80631.4,112346.4,111966.9,123377.9,113298,142132.3,105550.2,85511.5
"Frac2_PEP0134_2","SYN0004","GENE0004",0,7388552.9,6587046.9,6800282.4,5203210.1,7879715.7,NA,NA,NA,6032781.6,NA,9840195.9,10972651.9,8185967.4,9886393.8,7274105.8,10707376,NA,NA,6315335.3,7637113.8,8081826.2,11767301,6689056.1,5804439.7,9386281.5,6185471,7472379,6292340.7,NA,8807215
"Frac2_PEP0135_2","SYN0058","GENE0058",1,204734.6,193069.6,251186.4,222842.4,243741.8,319388.5,260213.2,175754.3,128731.8,332200.8,228216.7,310204.2,285724.4,207050.8,176074.3,489282.1,499819,416830.7,491733.5,444809.8,355583.7,497083,684973.2,452038.1,659244.3,491281.3,489285.2,627027.1,367348.5,759061.7
"Frac2_PEP0136_2","SYN0093","GENE0093",1,430650.2,NA,586324.7,706481.3,571203.1,NA,1012132,NA,588890,NA,678962.8,640498.6,718794.5,837733.1,650648.2,NA,NA,806560.4,NA,933398.4,556175.5,870913.2,926052.9,621369.4,523418.4,923941.6,NA,682038.5,417323.7,623932.3
"Frac2_PEP0137_2","SYN0021","GENE0021",1,601778.3,1058119.4,854516.4,922278.7,NA,NA,1138910.1,1048792.7,NA,887342.2,867480.1,1151910.3,1343062.1,854001.5,649757.6,NA,653112.2,NA,NA,1126267.3,837094.8,569062.5,695241.6,784066.8,614146.8,841570.7,NA,NA,NA,NA
"Frac2_PEP0138_2","SYN0098","GENE0098",1,19307.6,17057.7,12103.2,14372.1,13896.7,12471.4,19241.5,14405.9,17447.3,20976.1,6823.2,20956.4,19136.2,15961.8,20570.6,55312.5,34305.2,41012.3,16731.6,18985.3,30786.6,23390.8,21995.8,27561.3,28708.3,33391.5,26674.7,29946.8,41514.8,40480.5
"Frac2_PEP0139_2","SYN0027","GENE0027",1,904918.1,NA,618046.3,859547.9,704289.7,NA,NA,NA,NA,792007.7,733981.3,821165.8,1077205.3,667758,906255.5,NA,815782.6,NA,996994.7,NA,857110.1,835553.9,793461.4,624199.1,726710.3,674120.3,NA,534948,591586,1262106
"Frac2_PEP0140_2","SYN0055","GENE0055",1,620313.7,609689,539322.7,908731,600711.7,861909,782246.7,645267.5,579806.9,458163.9,603261.8,651428.7,498007.8,619085.7,772390.7,392117.9,196433,326085.2,244397.4,344976.1,218828.1,272931,291769.4,253596.3,172383.1,298327,260967.2,310150.1,302867.6,321262.8
"Frac2_PEP0141_2","SYN0055","GENE0055",0,137861.8,250691.3,256655.1,198407.3,164317.8,248992.5,183622.8,193619.2,161939.1,264621.2,137785.4,162681.5,230051.2,231341.8,204412.3,74145.8,79641.7,121443.4,119158,77033.9,76491.5,89715.2,68327,88590.4,81646.7,54382.2,70222.2,84923.5,100522.1,68405.9
"Frac2_PEP0142_2","SYN0040","GENE0040",0,193796.5,223723.1,271847.5,279878,145191,147091.8,171517,143598.1,222774.1,152811.5,392661,192315.9,229475.3,139602.6,172070,183127.5,251303.2,261588.5,243524.1,146774.6,141692.8,295220.8,162515.9,354676.9,197047.3,298748.8,194882,204861.8,326659.7,288370.4
"Frac2_PEP0143_2","SYN0030","GENE0030",0,2572831.4,3180352.5,NA,2215493.4,3378208.5,NA,3331886.6,NA,2167682.9,3170068.6,3182880.9,3368964.3,3532798.6,3269957,2575333.5,3258521.2,NA,NA,NA,NA,2407835.7,NA,3940946.3,2992199.2,4445692.2,NA,3530827.4,3697089.1,NA,NA
"Frac2_PEP0144_2","SYN0078","GENE0078",1,3781362.2,3685882.1,3707958,3792597,NA,NA,NA,NA,NA,3559231.2,2972151.9,2217244.5,2775670.3,4641913,4162416.8,NA,NA,15826854.4,NA,NA,18264374.8,15060364,11154439.8,21878669.4,17962812.1,NA,14042566.6,12297681.2,NA,14324362.1
"Frac2_PEP0145_2","SYN0107","GENE0107",0,1808621.3,2402239.1,3084093,2856709.8,2595661.5,1977472.7,2516396.9,3259953.5,2265804.4,2776246.7,1689543.6,1940687.4,2910418.7,1895550.4,2689566.5,1384858.3,1451189.3,1442010.3,1171233.7,NA,1132795.1,NA,1725563.8,1587803.9,1773636.1,1438864.8,1187115.1,1433993.6,1349412.8,1569784.9
"Frac2_PEP0146_2","SYN0035","GENE0035",0,247728.5,315949.8,277442.1,185035.4,222045.7,242811.1,167274.1,237043,224753.4,283062.6,298907.4,NA,251839.7,220446.5,243634.2,144349.8,133394.6,121139.6,104802,123762,92357.9,135194.4,109785.3,82941.7,87633.3,116789.9,147477.5,134087.7,86113.7,151167.8
"Frac2_PEP0147_2","SYN0047","GENE0047",0,989748.9,755524.3,551497.6,599800.6,1005800.5,574376.6,676345.8,1357884.2,665530.5,513355,496803,NA,653858.5,562657.5,639850.3,670332.7,734338.5,542593.7,586482,938602,610853.2,635552.2,540464.6,809912.7,991160.9,490797.7,563649.4,477237.7,661337.8,672236.4
"Frac2_PEP0148_2","SYN0127","GENE0127",1,2042116.9,1806563,1329811.3,1460388.2,2091645.4,1735629.8,1642083.8,3329957.9,2998613,1219486.3,1725389,2081993,1046271.3,2614467.3,1951377.4,2240390.9,1106635.2,3129697.4,3273031.5,2413719.8,2509579.9,1694412.8,1879648,2115380.5,2476803.7,1634571.2,1890980.3,2263267.4,1603359.2,1297930.5
"Frac2_PEP0149_2","SYN0065","GENE0065",0,1475298.6,1046687.9,1646795.7,1560059.6,1667870,1669541.4,1679810.2,1609807.8,2183937.7,1064438.9,1791153.4,1197894.1,NA,919588.3,1345438.7,NA,1753329.2,1384199.6,752945.6,NA,1062092.5,NA,902847.2,1567804.4,NA,1521920.3,1183813.7,1188938,NA,1237690.7
"Frac2_PEP0150_2","SYN0123","GENE0123",1,1915455.2,2499714.8,2144147.8,2038959.5,3856843.1,1931193.1,1734657,1744050.8,1818683.4,2717368.7,3286753.8,2739144.7,1864420.2,2997893.5,NA,10930963.7,11359220.4,11066025.9,10055330.6,9207930.3,NA,14551360.8,7257571.7,13825596.4,12927127.3,11255310.6,14790157.8,12147238.6,16337079.7,13426046.4
"Frac2_PEP0151_2","SYN0041","GENE0041",1,1127754.4,1924429.5,1181644.5,1717310.4,1325738.3,1168491,1295882.1,1997194.9,1633102.4,1090209.3,1059304.1,NA,1046973.3,1723164.9,1308995.6,973319.8,755472.7,1336218.9,986930.1,829254.9,1270385.7,1372338,1032324.9,1228704.5,1075027.6,884793.9,821234.4,1230903.6,1046297.2,1836918.1
"Frac2_PEP0152_2","SYN0021","GENE0021",1,320212.1,478957,540092.4,545637.1,513979.8,357606.8,459172.4,470281.2,503960.9,350855.9,670748.3,393302.3,656746.8,472159.4,708600.5,542370.1,313632.4,385024,570144.6,754880.2,388335.8,481605.8,342303.8,463911.9,NA,359917.8,422159.7,399400.7,375503.8,384443.2
"Frac2_PEP0153_2","SYN0039","GENE0039",0,1394642.3,1318670.4,1107911.2,852229,770354.6,1113718.5,681644.5,1099682.9,821939,780333.8,658311.7,979267.7,1083913,1513402.5,896072.8,1585643.9,1562089.5,2164285.9,2144773.6,2072537.6,1668900.5,1629051.1,1851234.1,1348714,2654407.2,1381465.8,2207550.8,1614719.3,2246897.2,1641401.7
"Frac2_PEP0154_2","SYN0037","GENE0037",1,667700.7,657132.4,615336.9,495924.4,509165,558958,726382,538252.3,380300.6,392125.8,467172.8,631900.2,675993.5,664152,533491.6,227281.1,265252.4,289246.7,358473.1,190789.6,316751.7,195008.5,208312.5,235127.5,222142.6,270110.1,195829.6,270679.5,285198.9,215370.8
